numeric_code,iso_code,country,year,human_development_groups,hdi_rank_2021,undp_developing_regions,least_devpd_country,landlock_deving_country,small_island_deving_country,population,gdp,happiness_index,gini_index,income_group,happiness_index_rank_62,co2_per_capita,consumption_co2_per_capita,material_footprint_per_capita,energy_per_capita,renewables_consumption,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,continent,sub_continent_un,hemisphere,latitude,longitude
152,CHL,Chile,2016,Very High,42,LAC,False,False,False,18267225,393022253885.0,6.705,45.3,High income,19,4.612,4.863,12.57,23753.109,83.049,0.003,0.238,1.977,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
152,CHL,Chile,2017,Very High,42,LAC,False,False,False,18558868,398359518680.0,6.652,45.3,High income,17,4.533,4.785,12.65,24265.859,95.397,0.003,0.234,1.757,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
152,CHL,Chile,2018,Very High,42,LAC,False,False,False,18893185,414254051745.0,6.476,45.86666666666667,High income,21,4.469,4.91,13.32,24785.533,108.401,0.003,0.23,1.562,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
152,CHL,Chile,2019,Very High,42,LAC,False,False,False,19197748,417331966568.0,6.444,46.43333333333333,High income,21,4.791,5.103,13.5,24689.287,105.567,0.003,0.248,1.415,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
152,CHL,Chile,2020,Very High,42,LAC,False,False,False,19370621,391686945225.0,6.228,47.0,High income,27,4.139,4.291,13.5,22842.719,108.616,0.003,0.228,1.76,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
152,CHL,Chile,2021,Very High,42,LAC,False,False,False,19456323,437659188270.0,6.172,47.0,High income,30,4.298,4.682,13.5,24509.102,110.322,0.003,0.227,1.169,America,Latin America and the Caribbean,Southern Hemisphere,-30.0,-71.0
156,CHN,China,2013,High,79,EAP,False,False,False,1379008040,15925464549520.0,4.978,39.7,Upper middle income,54,7.21,6.256,21.37,24548.49,2852.832,0.102,28.185,0.017,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2014,High,79,EAP,False,False,False,1387951970,17103948867278.0,5.058999999999999,39.2,Upper middle income,52,7.188,6.283,21.77,25021.807,3344.307,0.107,28.129,-0.096,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2015,High,79,EAP,False,False,False,1396134171,18301224436466.0,5.14,38.6,Upper middle income,48,7.061,6.296,21.29,25166.627,3587.629,0.111,27.845,-0.02,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2016,High,79,EAP,False,False,False,1404052628,19545709173693.0,5.245,38.5,Upper middle income,49,6.943,6.176,21.73,25125.633,3891.976,0.116,27.543,-0.103,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2017,High,79,EAP,False,False,False,1412354730,20894362082435.0,5.273,39.1,Upper middle income,49,7.08,6.342,21.51,25949.135,4243.345,0.12,27.797,-0.131,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2018,High,79,EAP,False,False,False,1419008954,22294284747546.0,5.246,38.5,Upper middle income,53,7.292,6.655,21.34,27068.061,4659.087,0.125,28.167,-0.125,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2019,High,79,EAP,False,False,False,1423520357,23631941251482.0,5.191,38.2,Upper middle income,54,7.526,6.861,21.96,28231.928,5096.059,0.129,28.888,-0.163,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2020,High,79,EAP,False,False,False,1426106093,24151843898871.0,5.124,37.1,Upper middle income,54,7.641,6.871,21.96,29095.936,5511.566,0.134,30.993,-0.185,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
156,CHN,China,2021,High,79,EAP,False,False,False,1426437269,26180600167672.0,5.339,35.7,Upper middle income,52,7.911,7.072,21.96,30738.947,6170.007,0.139,30.609,-0.202,Asia,Eastern Asia,Northern Hemisphere,35.0,105.0
170,COL,Colombia,2013,High,88,LAC,False,False,False,46151583,569534665242.0,6.416,53.5,Upper middle income,25,1.873,2.262,9.84,10509.707,125.422,0.01,0.245,2.9,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2014,High,88,LAC,False,False,False,46565426,595158021031.0,6.4465,53.6,Upper middle income,24,1.977,2.43,10.2,10964.914,127.322,0.01,0.26,2.028,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2015,High,88,LAC,False,False,False,46969938,612750891790.0,6.477,52.0,Upper middle income,25,1.938,2.303,9.69,10738.822,126.972,0.01,0.257,1.713,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2016,High,88,LAC,False,False,False,47437513,625545111723.0,6.481,51.7,Upper middle income,23,1.931,2.271,9.37,11569.512,131.799,0.01,0.259,0.971,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2017,High,88,LAC,False,False,False,48131076,634046295892.0,6.357,50.9,Upper middle income,27,1.734,2.06,9.0,11535.692,157.133,0.01,0.232,3.038,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2018,High,88,LAC,False,False,False,49024463,650303209362.0,6.26,51.6,Upper middle income,27,1.852,2.169,8.81,11652.967,156.891,0.01,0.247,2.331,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2019,High,88,LAC,False,False,False,49907987,671028388046.0,6.125,52.5,Upper middle income,29,1.983,2.253,9.09,11495.876,151.111,0.011,0.267,1.308,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2020,High,88,LAC,False,False,False,50629997,622365414246.0,6.163,54.4,Upper middle income,30,1.823,2.084,9.09,10227.39,138.213,0.011,0.263,0.632,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
170,COL,Colombia,2021,High,88,LAC,False,False,False,51188174,690925195330.0,6.012,55.1,Upper middle income,35,2.027,2.285,9.09,11053.629,165.042,0.011,0.281,0.228,America,Latin America and the Caribbean,Northern Hemisphere,4.0,-72.0
196,CYP,Cyprus,2013,Very High,29,NOTAPPLICABLE,False,False,False,1183899,24918237857.0,6.466,37.0,High income,24,5.556,6.44,31.5,23885.867,1.039,0.0,0.019,-1.604,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2014,Very High,29,NOTAPPLICABLE,False,False,False,1201806,24475580582.0,6.077500000000001,35.6,High income,29,5.766,7.003,32.15,23543.232,0.952,0.0,0.02,0.53,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2015,Very High,29,NOTAPPLICABLE,False,False,False,1219504,25312505108.0,5.689,34.0,High income,42,5.701,6.655,32.32,23931.43,1.155,0.0,0.02,-1.09,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2016,Very High,29,NOTAPPLICABLE,False,False,False,1237114,26976335005.0,5.546,32.9,High income,42,5.941,7.166,37.77,25654.014,1.202,0.0,0.021,0.085,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2017,Very High,29,NOTAPPLICABLE,False,False,False,1254274,28523085691.0,5.621,31.4,High income,42,5.955,7.667,39.0,25987.689,1.22,0.0,0.021,0.493,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2018,Very High,29,NOTAPPLICABLE,False,False,False,1270743,30134014224.0,5.762,32.7,High income,41,5.764,7.428,33.71,25545.797,1.29,0.0,0.02,-0.621,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2019,Very High,29,NOTAPPLICABLE,False,False,False,1286669,31800247242.0,6.046,31.2,High income,33,5.693,7.193,36.58,25253.969,1.437,0.0,0.02,-0.624,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2020,Very High,29,NOTAPPLICABLE,False,False,False,1302250,30409793367.0,6.159,31.7,High income,31,5.301,6.301,36.58,21717.27,1.801,0.0,0.02,-0.419,Asia,Western Asia,Northern Hemisphere,35.0,33.0
196,CYP,Cyprus,2021,Very High,29,NOTAPPLICABLE,False,False,False,1317311,32428676744.0,6.223,31.3,High income,28,5.276,6.534,36.58,22653.711,2.196,0.0,0.019,-0.619,Asia,Western Asia,Northern Hemisphere,35.0,33.0
203,CZE,Czechia,2013,Very High,32,NOTAPPLICABLE,False,False,False,10511164,276764861619.0,6.29,26.5,High income,28,10.152,10.478,20.51,46638.129,29.329,0.005,0.303,-0.718,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2014,Very High,32,NOTAPPLICABLE,False,False,False,10517223,283025537919.0,6.3975,25.9,High income,26,9.911,10.008,21.13,45633.422,29.737,0.005,0.294,-0.582,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2015,Very High,32,NOTAPPLICABLE,False,False,False,10524418,298276052489.0,6.505,25.9,High income,24,9.976,10.216,21.43,44726.094,30.153,0.005,0.297,-0.445,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2016,Very High,32,NOTAPPLICABLE,False,False,False,10531946,305844147713.0,6.596,25.4,High income,21,10.125,10.247,21.4,44091.977,30.033,0.005,0.301,-0.328,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2017,Very High,32,NOTAPPLICABLE,False,False,False,10541343,321652381589.0,6.609,24.9,High income,20,10.22,10.572,22.09,46538.844,30.803,0.005,0.299,-0.485,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2018,Very High,32,NOTAPPLICABLE,False,False,False,10548934,332009886797.0,6.711,25.0,High income,18,10.079,10.931,21.41,46357.695,30.056,0.005,0.289,-0.537,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2019,Very High,32,NOTAPPLICABLE,False,False,False,10554872,342069373423.0,6.852,25.3,High income,17,9.569,10.508,21.3,45278.137,32.041,0.005,0.272,-0.539,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2020,Very High,32,NOTAPPLICABLE,False,False,False,10550129,323245433506.0,6.911,26.2,High income,16,8.688,9.648,21.3,41949.023,33.161,0.005,0.261,-0.533,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
203,CZE,Czechia,2021,Very High,32,NOTAPPLICABLE,False,False,False,10530683,334729441747.0,6.965,26.2,High income,15,9.176,10.519,21.3,44290.191,33.74,0.005,0.262,-0.54,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5
276,DEU,Germany,2013,Very High,9,NOTAPPLICABLE,False,False,False,81041581,3497463140441.0,6.672,31.4,High income,20,10.263,11.47,20.36,47734.965,445.798,0.04,2.358,-0.049,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2014,Very High,9,NOTAPPLICABLE,False,False,False,81376078,3574741315261.0,6.711,30.8,High income,19,9.74,11.155,20.7,45596.504,472.924,0.04,2.235,-0.02,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2015,Very High,9,NOTAPPLICABLE,False,False,False,82077546,3628073946157.0,6.75,31.4,High income,19,9.757,10.959,20.06,46064.484,537.013,0.04,2.262,-0.036,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2016,Very High,9,NOTAPPLICABLE,False,False,False,82760102,3708979940863.0,6.994,31.3,High income,12,9.642,10.998,20.5,46416.703,537.348,0.041,2.255,-0.005,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2017,Very High,9,NOTAPPLICABLE,False,False,False,83104010,3808389445530.0,6.951,31.3,High income,13,9.441,10.851,21.29,47525.457,602.521,0.041,2.181,-0.019,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2018,Very High,9,NOTAPPLICABLE,False,False,False,83368507,3845758522294.0,6.965,31.9,High income,12,9.101,10.701,20.23,46125.492,619.775,0.041,2.066,-0.065,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2019,Very High,9,NOTAPPLICABLE,False,False,False,83559184,3886392581475.0,6.985,32.2,High income,14,8.481,10.129,19.4,44922.695,661.812,0.042,1.911,-0.072,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2020,Very High,9,NOTAPPLICABLE,False,False,False,83628711,3742721113842.0,7.076,32.5,High income,14,7.739,9.299,19.4,41838.684,692.78,0.042,1.841,-0.058,Europe,Western Europe,Northern Hemisphere,51.0,9.0
276,DEU,Germany,2021,Very High,9,NOTAPPLICABLE,False,False,False,83697080,3841041747482.0,7.155,33.6,High income,11,8.101,9.965,19.4,42994.242,644.416,0.042,1.839,-0.044,Europe,Western Europe,Northern Hemisphere,51.0,9.0
208,DNK,Denmark,2013,Very High,6,NOTAPPLICABLE,False,False,False,5615333,245578374484.0,7.693,28.5,High income,1,7.437,10.098,26.63,37700.766,45.78,0.002,0.118,0.869,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2014,Very High,6,NOTAPPLICABLE,False,False,False,5643795,249555233739.0,7.609999999999999,28.4,High income,2,6.657,9.826,25.85,36068.551,50.869,0.002,0.106,0.3,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2015,Very High,6,NOTAPPLICABLE,False,False,False,5683698,255401297489.0,7.527,28.2,High income,2,6.177,9.355,24.7,35007.945,53.053,0.002,0.099,0.356,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2016,Very High,6,NOTAPPLICABLE,False,False,False,5728196,263691544304.0,7.526,28.2,High income,1,6.445,9.589,24.35,35194.582,51.763,0.002,0.104,0.41,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2017,Very High,6,NOTAPPLICABLE,False,False,False,5765164,271132202845.0,7.522,28.7,High income,2,6.013,9.542,24.86,35208.766,61.02,0.002,0.096,0.544,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2018,Very High,6,NOTAPPLICABLE,False,False,False,5793824,276526484620.0,7.555,28.2,High income,3,5.973,9.817,25.98,34539.766,57.987,0.002,0.094,0.374,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2019,Very High,6,NOTAPPLICABLE,False,False,False,5814618,280656364923.0,7.6,27.7,High income,2,5.323,9.119,25.86,37285.684,64.486,0.002,0.083,0.286,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2020,Very High,6,NOTAPPLICABLE,False,False,False,5831529,275058379473.0,7.646,27.5,High income,2,4.853,8.292,25.86,32952.969,65.536,0.002,0.08,0.264,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
208,DNK,Denmark,2021,Very High,6,NOTAPPLICABLE,False,False,False,5856774,288414406840.0,7.62,28.3,High income,2,5.055,9.154,25.86,32756.869,73.192,0.002,0.08,0.402,Europe,Northern Europe,Northern Hemisphere,56.0,10.0
218,ECU,Ecuador,2013,High,95,LAC,False,False,False,15807132,166075183974.0,5.865,46.9,Upper middle income,34,2.511,2.793,10.1,11356.213,29.342,0.003,0.112,0.689,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2014,High,95,LAC,False,False,False,16035127,172367775440.0,5.92,45.0,Upper middle income,34,2.729,2.961,10.32,11759.381,30.702,0.003,0.123,4.348,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2015,High,95,LAC,False,False,False,16266229,172538423301.0,5.975,46.0,Upper middle income,31,2.539,2.836,9.0,11560.524,34.864,0.003,0.117,1.1,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2016,High,95,LAC,False,False,False,16505142,170423090933.0,5.976,45.0,Upper middle income,31,2.386,2.48,7.65,11354.271,41.754,0.003,0.111,1.056,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2017,High,95,LAC,False,False,False,16759515,174458721084.0,6.008,44.7,Upper middle income,30,2.339,2.612,8.06,11641.728,52.167,0.003,0.109,0.616,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2018,High,95,LAC,False,False,False,17049542,176707497535.0,5.973,45.4,Upper middle income,32,2.255,2.627,7.86,12104.737,53.275,0.003,0.105,1.852,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2019,High,95,LAC,False,False,False,17340017,176728682555.0,6.028,45.7,Upper middle income,34,2.312,2.681,7.74,12187.595,62.988,0.003,0.108,1.511,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2020,High,95,LAC,False,False,False,17546058,162965075602.0,5.925,47.3,Upper middle income,40,1.851,2.143,7.74,10421.851,61.972,0.003,0.092,0.717,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
218,ECU,Ecuador,2021,High,95,LAC,False,False,False,17682454,169866634253.0,5.764,45.8,Upper middle income,45,2.159,2.479,7.74,12023.042,64.753,0.003,0.104,0.507,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5
818,EGY,Egypt,2013,High,97,AS,False,False,False,95333551,984556585202.0,4.273,31.8,Lower middle income,60,2.298,2.354,6.47,10209.089,37.95,0.002,0.621,0.012,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2014,High,97,AS,False,False,False,97528655,1035721838706.0,4.233499999999999,31.8,Lower middle income,60,2.33,2.523,6.67,9863.477,37.544,0.002,0.641,0.022,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2015,High,97,AS,False,False,False,99597334,1079611566322.0,4.194,31.8,Lower middle income,62,2.276,2.6,6.84,9800.544,39.544,0.002,0.64,0.007,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2016,High,97,AS,False,False,False,101644583,1121578599865.0,4.362,31.65,Lower middle income,60,2.412,2.67,7.16,10135.914,39.768,0.003,0.693,0.022,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2017,High,97,AS,False,False,False,103696055,1158060486104.0,4.735,31.5,Lower middle income,57,2.443,2.511,7.14,10325.806,38.75,0.003,0.704,0.017,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2018,High,97,AS,False,False,False,105682092,1220661740193.0,4.419,31.7,Lower middle income,61,2.289,2.387,7.94,10137.438,40.955,0.003,0.659,0.023,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2019,High,97,AS,False,False,False,107553159,1289253465646.0,4.166,31.9,Lower middle income,62,2.176,2.291,8.22,9749.406,48.489,0.003,0.631,0.025,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2020,High,97,AS,False,False,False,109315118,1307778142529.0,4.151,30.2,Lower middle income,62,2.253,2.378,8.22,9028.072,58.677,0.003,0.701,0.028,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
818,EGY,Egypt,2021,High,97,AS,False,False,False,110957005,1400985648780.0,4.283,28.5,Lower middle income,62,2.405,2.626,8.22,9564.884,62.466,0.003,0.724,0.024,Africa,Northern Africa,Northern Hemisphere,27.0,30.0
724,ESP,Spain,2013,Very High,27,NOTAPPLICABLE,False,False,False,46860394,1413362053623.0,6.322,36.2,High income,27,5.38,6.64,15.85,33685.816,300.382,0.006,0.715,-0.315,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2014,Very High,27,NOTAPPLICABLE,False,False,False,46720187,1433089409797.0,6.3255,36.1,High income,27,5.429,5.963,15.96,33266.539,298.185,0.007,0.715,-0.336,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2015,Very High,27,NOTAPPLICABLE,False,False,False,46683683,1488098863146.0,6.329,36.2,High income,27,5.789,6.027,15.75,33697.949,264.0,0.007,0.763,-0.462,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2016,Very High,27,NOTAPPLICABLE,False,False,False,46732768,1533303930046.0,6.361,35.8,High income,27,5.554,5.899,15.42,33871.598,283.168,0.007,0.733,-0.423,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2017,Very High,27,NOTAPPLICABLE,False,False,False,46868594,1578931492849.0,6.403,34.7,High income,25,5.835,6.279,14.11,34181.582,242.857,0.007,0.76,-0.525,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2018,Very High,27,NOTAPPLICABLE,False,False,False,47092817,1615001473949.0,6.31,34.7,High income,26,5.702,6.352,13.99,34584.289,288.54,0.007,0.731,-0.439,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2019,Very High,27,NOTAPPLICABLE,False,False,False,47435121,1647042667976.0,6.354,34.3,High income,23,5.285,5.989,13.48,33390.262,267.171,0.007,0.676,-0.484,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2020,Very High,27,NOTAPPLICABLE,False,False,False,47679482,1460507935923.0,6.401,34.9,High income,21,4.441,5.282,13.48,29844.283,307.592,0.007,0.602,-0.441,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
724,ESP,Spain,2021,Very High,27,NOTAPPLICABLE,False,False,False,47735670,1541121952313.0,6.491,33.9,High income,20,4.793,5.766,13.48,32091.293,336.409,0.007,0.621,-0.006,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0
233,EST,Estonia,2013,Very High,31,NOTAPPLICABLE,False,False,False,1317920,30600421813.0,5.426,35.1,High income,44,14.898,13.404,36.93,58776.996,3.637,0.001,0.056,-1.324,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2014,Very High,31,NOTAPPLICABLE,False,False,False,1314457,31521829560.0,5.4275,34.6,High income,44,14.29,13.585,37.56,56419.855,4.161,0.001,0.053,-0.454,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2015,Very High,31,NOTAPPLICABLE,False,False,False,1314580,32106015454.0,5.429,32.7,High income,43,12.004,13.033,39.23,52204.055,4.558,0.001,0.045,-0.298,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2016,Very High,31,NOTAPPLICABLE,False,False,False,1315850,33119083785.0,5.517,31.2,High income,44,13.248,13.002,44.31,53777.426,4.594,0.001,0.049,-1.24,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2017,Very High,31,NOTAPPLICABLE,False,False,False,1317430,35037377711.0,5.611,30.4,High income,43,14.131,13.014,44.54,59573.93,5.402,0.001,0.052,-1.045,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2018,Very High,31,NOTAPPLICABLE,False,False,False,1321972,36363239216.0,5.739,30.3,High income,42,13.465,14.016,36.99,58911.23,6.058,0.001,0.048,-0.832,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2019,Very High,31,NOTAPPLICABLE,False,False,False,1326822,37723175050.0,5.893,30.8,High income,38,9.261,11.497,37.53,47301.492,6.49,0.001,0.033,-1.021,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2020,Very High,31,NOTAPPLICABLE,False,False,False,1329675,37515273353.0,6.022,30.7,High income,34,6.918,9.726,37.53,44171.176,8.971,0.001,0.026,-0.741,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
233,EST,Estonia,2021,Very High,31,NOTAPPLICABLE,False,False,False,1331750,40521483538.0,6.189,31.8,High income,29,7.802,10.743,37.53,46137.703,8.743,0.001,0.028,-0.713,Europe,Northern Europe,Northern Hemisphere,59.0,26.0
246,FIN,Finland,2013,Very High,11,NOTAPPLICABLE,False,False,False,5439057,202349011206.0,7.389,27.2,High income,7,9.509,12.403,38.22,62841.867,74.721,0.003,0.147,3.772,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2014,Very High,11,NOTAPPLICABLE,False,False,False,5461686,201610622550.0,7.3975,26.8,High income,7,8.719,11.426,39.24,60388.477,78.717,0.003,0.134,3.944,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2015,Very High,11,NOTAPPLICABLE,False,False,False,5479719,202706706722.0,7.406,27.1,High income,5,8.065,10.303,36.9,60020.109,89.101,0.003,0.125,4.176,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2016,Very High,11,NOTAPPLICABLE,False,False,False,5495468,208405735062.0,7.413,27.1,High income,4,8.598,10.775,38.35,60792.52,85.3,0.003,0.134,4.319,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2017,Very High,11,NOTAPPLICABLE,False,False,False,5508398,215058877437.0,7.469,27.4,High income,4,8.107,10.769,37.39,59403.098,90.141,0.003,0.124,4.79,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2018,Very High,11,NOTAPPLICABLE,False,False,False,5515730,217509947213.0,7.632,27.3,High income,1,8.292,11.144,37.83,60525.258,92.022,0.003,0.125,5.076,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2019,Very High,11,NOTAPPLICABLE,False,False,False,5521754,220173891564.0,7.769,27.7,High income,1,7.687,10.248,36.73,59218.777,92.01,0.003,0.114,5.115,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2020,Very High,11,NOTAPPLICABLE,False,False,False,5529616,214988893865.0,7.809,27.1,High income,1,6.821,9.247,36.73,56776.078,100.422,0.003,0.107,5.12,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
246,FIN,Finland,2021,Very High,11,NOTAPPLICABLE,False,False,False,5541069,221538476826.0,7.842,27.7,High income,1,6.825,9.889,36.73,57854.73,110.278,0.003,0.103,5.503,Europe,Northern Europe,Northern Hemisphere,64.0,26.0
250,FRA,France,2013,Very High,28,NOTAPPLICABLE,False,False,False,64387736,2414733629218.0,6.764,32.5,High income,19,5.591,7.507,20.95,45428.73,284.361,0.016,1.021,-0.216,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2014,Very High,28,NOTAPPLICABLE,False,False,False,64692495,2437822780219.0,6.6695,32.3,High income,20,5.067,6.936,20.75,43247.398,272.726,0.016,0.924,-0.208,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2015,Very High,28,NOTAPPLICABLE,False,False,False,64916337,2464953810985.0,6.575,32.7,High income,22,5.116,6.696,20.15,43493.316,266.623,0.016,0.938,-0.096,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2016,Very High,28,NOTAPPLICABLE,False,False,False,65086853,2491956183265.0,6.478,31.9,High income,24,5.155,6.99,19.79,42506.238,282.738,0.016,0.948,-0.171,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2017,Very High,28,NOTAPPLICABLE,False,False,False,65284775,2549057506683.0,6.442,31.6,High income,23,5.183,6.939,19.7,42218.559,266.731,0.016,0.941,0.287,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2018,Very High,28,NOTAPPLICABLE,False,False,False,65519537,2596599107835.0,6.489,32.4,High income,19,4.931,6.961,17.61,42589.262,316.88,0.016,0.88,-0.207,Europe,Western Europe,Northern Hemisphere,46.0,2.0
250,FRA,France,2019,Very High,28,NOTAPPLICABLE,False,False,False,65729460,2644453795826.0,6.592,31.2,High income,20,4.812,6.734,17.1,41554.387,316.482,0.016,0.853,0.172,Europe,Western Europe,Northern Hemisphere,46.0,2.0
