,country,iso_code,year,co2_per_capita,consumption_co2_per_capita,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,population,gdp,energy_per_capita,renewables_consumption,happiness_index,happiness_index_rank,continent,hemisphere,human_development_groups,hdi_rank_2021,undp_developing_regions,material_footprint_per_capita,gini_index
821,Iran,IRN,2016,7.692,6.342,0.008,1.822,-0.285,83812230.0,1413723685657.0,34845.238,39.221,4.813,105.0,Asia,Northern Hemisphere,High,76.0,SA,10.9,35.9
822,Iran,IRN,2017,8.19,6.678,0.008,1.936,-0.284,85026761.0,1486668357750.0,35561.832,44.166,4.692,108.0,Asia,Northern Hemisphere,High,76.0,SA,10.96,36.7
823,Iran,IRN,2018,7.716,6.11,0.008,1.809,0.624,86117999.0,1483607175221.0,36251.887,26.966,4.707,106.0,Asia,Northern Hemisphere,High,76.0,SA,12.53,37.4
824,Iran,IRN,2019,8.354,7.061,0.009,1.961,0.236,87051649.0,1438754460224.0,37875.234,86.908,4.548,117.0,Asia,Northern Hemisphere,High,76.0,SA,13.16,36.5
825,Iran,IRN,2020,8.499,7.432,0.009,2.121,0.108,87723448.0,1446203709942.0,39001.836,61.588,4.672,118.0,Asia,Northern Hemisphere,High,76.0,SA,13.16,35.8
826,Iran,IRN,2021,8.813,7.491,0.009,2.114,0.024,88455490.0,1525523070071.0,38159.27,38.438,4.721,118.0,Asia,Northern Hemisphere,High,76.0,SA,13.16,35.5
845,Israel,ISR,2013,8.142,10.911,0.001,0.179,0.091,7749369.0,235885601546.0,34478.062,1.558,7.301,11.0,Asia,Northern Hemisphere,Very High,22.0,,25.55,39.9
846,Israel,ISR,2014,7.633,10.947,0.001,0.17,0.011,7897173.0,245129958334.0,33001.949,2.572,7.2895,,Asia,Northern Hemisphere,Very High,22.0,,26.0,39.8
847,Israel,ISR,2015,7.815,10.559,0.001,0.178,-0.012,8052916.0,251223879854.0,34152.684,3.489,7.278,11.0,Asia,Northern Hemisphere,Very High,22.0,,28.57,39.7
848,Israel,ISR,2016,7.45,10.697,0.001,0.173,0.486,8210006.0,262584215516.0,34174.199,4.893,7.267,11.0,Asia,Northern Hemisphere,Very High,22.0,,26.49,39.0
849,Israel,ISR,2017,7.038,10.104,0.001,0.164,0.231,8361796.0,273812314306.0,34165.57,4.995,7.213,11.0,Asia,Northern Hemisphere,Very High,22.0,,28.61,38.2
850,Israel,ISR,2018,7.049,10.644,0.001,0.163,0.116,8510067.0,284956472967.0,34337.16,5.518,7.19,11.0,Asia,Northern Hemisphere,Very High,22.0,,29.83,38.6
851,Israel,ISR,2019,6.809,10.213,0.001,0.159,0.088,8657466.0,296799271432.0,34826.125,8.737,7.139,13.0,Asia,Northern Hemisphere,Very High,22.0,,30.76,38.3
852,Israel,ISR,2020,6.737,9.605,0.001,0.169,0.046,8800380.0,291287719910.0,32400.352,11.447,7.129,14.0,Asia,Northern Hemisphere,Very High,22.0,,30.76,37.8
853,Israel,ISR,2021,6.592,10.113,0.001,0.16,0.02,8942925.0,316373426613.0,32656.467,14.236,7.157,12.0,Asia,Northern Hemisphere,Very High,22.0,,30.76,37.9
854,Italy,ITA,2013,6.091,8.057,0.01,1.047,-0.703,60653864.0,2010255414011.0,30716.307,313.725,6.021,45.0,Europe,Northern Hemisphere,Very High,30.0,,13.74,34.9
855,Italy,ITA,2014,5.759,7.732,0.01,0.985,-0.72,60664169.0,2010164047423.0,29940.508,333.739,5.984500000000001,,Europe,Northern Hemisphere,Very High,30.0,,13.37,34.7
856,Italy,ITA,2015,5.964,7.607,0.011,1.02,-0.637,60575314.0,2025809415322.0,30350.078,304.388,5.948,50.0,Europe,Northern Hemisphere,Very High,30.0,,13.16,35.4
857,Italy,ITA,2016,5.922,7.671,0.011,1.012,-0.549,60478103.0,2052012434345.0,30333.92,299.222,5.977,50.0,Europe,Northern Hemisphere,Very High,30.0,,13.48,35.2
858,Italy,ITA,2017,5.84,7.613,0.011,0.98,-0.665,60390317.0,2086237040647.0,30594.736,287.981,5.964,48.0,Europe,Northern Hemisphere,Very High,30.0,,13.55,35.9
859,Italy,ITA,2018,5.791,7.744,0.011,0.95,-0.012,60277496.0,2105551772855.0,30853.664,315.249,6.0,47.0,Europe,Northern Hemisphere,Very High,30.0,,12.33,35.2
860,Italy,ITA,2019,5.648,7.492,0.011,0.916,-0.381,60130136.0,2115725732767.0,30599.51,318.252,6.223,36.0,Europe,Northern Hemisphere,Very High,30.0,,11.85,34.6
861,Italy,ITA,2020,5.051,6.714,0.011,0.861,-0.477,59912763.0,1925751927111.0,27764.078,320.361,6.387,30.0,Europe,Northern Hemisphere,Very High,30.0,,11.85,35.2
862,Italy,ITA,2021,5.624,7.564,0.011,0.911,0.04,59729353.0,2060299944789.0,29887.174,319.47,6.483,28.0,Europe,Northern Hemisphere,Very High,30.0,,11.85,34.8
881,Japan,JPN,2013,10.271,11.643,0.028,3.719,-0.054,127723642.0,4621006950566.0,43658.484,324.029,6.064,43.0,Asia,Northern Hemisphere,Very High,19.0,,22.8,31.5
882,Japan,JPN,2014,9.886,11.013,0.028,3.553,-0.042,127486601.0,4634693421103.0,42606.789,357.539,6.0255,,Asia,Northern Hemisphere,Very High,19.0,,22.42,31.3
883,Japan,JPN,2015,9.585,10.378,0.029,3.446,-0.035,127275868.0,4707025000790.0,42138.867,410.581,5.987,46.0,Asia,Northern Hemisphere,Very High,19.0,,20.3,30.7
884,Japan,JPN,2016,9.436,10.403,0.029,3.39,-0.036,127159950.0,4742508721138.0,41646.914,400.425,5.921,53.0,Asia,Northern Hemisphere,Very High,19.0,,19.28,31.8
885,Japan,JPN,2017,9.321,10.145,0.03,3.292,-0.009,127064686.0,4821960242931.0,42137.562,427.926,5.92,51.0,Asia,Northern Hemisphere,Very High,19.0,,19.47,31.8
886,Japan,JPN,2018,8.971,10.041,0.03,3.099,0.008,126913432.0,4852985093686.0,41899.98,457.705,5.915,54.0,Asia,Northern Hemisphere,Very High,19.0,,18.89,32.9
887,Japan,JPN,2019,8.698,9.832,0.031,2.972,-0.02,126699421.0,4833467877373.0,41086.219,459.348,5.886,58.0,Asia,Northern Hemisphere,Very High,19.0,,18.18,33.0
888,Japan,JPN,2020,8.213,9.372,0.031,2.95,0.011,126304533.0,4626661481209.0,38203.219,501.689,5.871,62.0,Asia,Northern Hemisphere,Very High,19.0,,18.18,32.3
889,Japan,JPN,2021,8.422,9.706,0.032,2.871,0.036,125679342.0,4725883595048.0,40020.164,540.688,5.94,56.0,Asia,Northern Hemisphere,Very High,19.0,,18.18,
890,Kazakhstan,KAZ,2013,14.441,11.432,0.009,0.719,-0.934,17556502.0,400574375261.0,41671.484,19.785,5.671,57.0,Asia,Northern Hemisphere,Very High,56.0,ECA,38.56,27.1
891,Kazakhstan,KAZ,2014,16.79,12.234,0.009,0.843,-0.209,17816285.0,417799078586.0,43168.984,21.062,5.763,,Asia,Northern Hemisphere,Very High,56.0,ECA,39.4,27.0
892,Kazakhstan,KAZ,2015,16.758,13.829,0.01,0.856,-0.675,18084175.0,421977118608.0,35163.887,23.918,5.855,54.0,Asia,Northern Hemisphere,Very High,56.0,ECA,44.26,26.8
893,Kazakhstan,KAZ,2016,16.431,12.428,0.01,0.853,-0.697,18363600.0,425774884998.0,38735.684,30.117,5.919,54.0,Asia,Northern Hemisphere,Very High,56.0,ECA,37.86,27.2
894,Kazakhstan,KAZ,2017,17.034,12.835,0.01,0.883,-0.547,18651931.0,442384368842.0,41010.547,29.113,5.819,60.0,Asia,Northern Hemisphere,Very High,56.0,ECA,34.22,27.5
895,Kazakhstan,KAZ,2018,17.408,12.028,0.01,0.897,-0.843,18932725.0,460522121041.0,41684.305,27.129,5.79,60.0,Asia,Northern Hemisphere,Very High,56.0,ECA,32.72,27.8
896,Kazakhstan,KAZ,2019,15.411,10.997,0.01,0.798,-0.432,19209556.0,481245619523.0,41578.891,27.471,5.809,60.0,Asia,Northern Hemisphere,Very High,56.0,ECA,34.41,28.0
897,Kazakhstan,KAZ,2020,14.464,11.216,0.01,0.801,-0.308,19482116.0,468733212615.0,37774.996,29.467,6.058,50.0,Asia,Northern Hemisphere,Very High,56.0,ECA,34.41,28.7
898,Kazakhstan,KAZ,2021,12.404,9.691,0.01,0.664,-0.46,19743607.0,487951301251.0,41644.129,31.004,6.152,45.0,Asia,Northern Hemisphere,Very High,56.0,ECA,34.41,29.2
944,South Korea,KOR,2013,12.674,13.376,0.006,1.799,-0.101,50071168.0,1700045113031.0,64755.305,32.286,6.267,41.0,Asia,Northern Hemisphere,Very High,19.0,,21.21,
945,South Korea,KOR,2014,12.453,13.746,0.007,1.775,-0.043,50539055.0,1754480590300.0,64689.973,41.046,6.125500000000001,,Asia,Northern Hemisphere,Very High,19.0,,21.49,31.2
946,South Korea,KOR,2015,12.439,13.265,0.007,1.791,-0.037,50983909.0,1803763858886.0,65128.559,48.042,5.984,47.0,Asia,Northern Hemisphere,Very High,19.0,,21.49,
947,South Korea,KOR,2016,12.435,13.05,0.007,1.802,-0.084,51297836.0,1856920794289.0,67038.734,56.572,5.835,57.0,Asia,Northern Hemisphere,Very High,19.0,,21.6,35.2
948,South Korea,KOR,2017,12.713,13.631,0.008,1.819,-0.089,51486268.0,1915599559593.0,67581.461,68.386,5.838,55.0,Asia,Northern Hemisphere,Very High,19.0,,22.72,34.9
949,South Korea,KOR,2018,12.977,14.508,0.008,1.824,-0.057,51640894.0,1971285914824.0,68987.422,84.679,5.875,57.0,Asia,Northern Hemisphere,Very High,19.0,,21.65,33.7
950,South Korea,KOR,2019,12.481,14.209,0.008,1.742,-0.093,51767844.0,2015521635585.0,67917.344,98.352,5.895,54.0,Asia,Northern Hemisphere,Very High,19.0,,22.01,33.2
951,South Korea,KOR,2020,11.524,13.152,0.008,1.7,-0.106,51858481.0,2001231642062.0,65364.605,117.038,5.872,61.0,Asia,Northern Hemisphere,Very High,19.0,,22.01,32.7
952,South Korea,KOR,2021,11.882,13.84,0.009,1.671,-0.13,51848401.0,2084182684453.0,68918.578,138.026,5.845,62.0,Asia,Northern Hemisphere,Very High,19.0,,22.01,32.9
1016,Sri Lanka,LKA,2013,0.662,1.571,0.001,0.04,0.706,21358829.0,220937614421.0,3708.73,18.441,4.151,137.0,Asia,Northern Hemisphere,High,73.0,SA,3.52,
1017,Sri Lanka,LKA,2014,0.792,1.721,0.001,0.048,0.594,21547454.0,235029015924.0,3986.135,12.504,4.211,,Asia,Northern Hemisphere,High,73.0,SA,5.73,
1018,Sri Lanka,LKA,2015,0.883,1.784,0.001,0.054,0.738,21729975.0,244914328998.0,4201.579,16.31,4.271,132.0,Asia,Northern Hemisphere,High,73.0,SA,6.2,
1019,Sri Lanka,LKA,2016,1.02,1.986,0.001,0.063,0.663,21910763.0,257292293131.0,4603.753,11.932,4.415,117.0,Asia,Northern Hemisphere,High,73.0,SA,4.55,39.3
1020,Sri Lanka,LKA,2017,1.004,1.953,0.001,0.062,0.982,22087525.0,273915973018.0,4832.206,11.766,4.44,120.0,Asia,Northern Hemisphere,High,73.0,SA,7.29,
1021,Sri Lanka,LKA,2018,0.905,1.916,0.001,0.055,0.624,22253116.0,280243422762.0,5049.593,17.832,4.471,116.0,Asia,Northern Hemisphere,High,73.0,SA,4.33,
1022,Sri Lanka,LKA,2019,0.942,1.926,0.001,0.057,0.487,22410552.0,279626891521.0,5043.847,14.378,4.366,130.0,Asia,Northern Hemisphere,High,73.0,SA,4.36,37.7
1023,Sri Lanka,LKA,2020,0.905,1.855,0.001,0.058,0.415,22561808.0,269918239631.0,4653.029,15.486,4.327,130.0,Asia,Northern Hemisphere,High,73.0,SA,4.36,
1024,Sri Lanka,LKA,2021,0.917,2.015,0.001,0.056,0.368,22700377.0,278898406287.0,4795.043,22.572,4.325,129.0,Asia,Northern Hemisphere,High,73.0,SA,4.36,
1034,Lithuania,LTU,2013,4.444,6.935,0.001,0.037,0.324,2958359.0,63937849304.0,21436.043,4.775,5.426,71.0,Europe,Northern Hemisphere,Very High,35.0,,39.23,35.3
1035,Lithuania,LTU,2014,4.379,7.053,0.001,0.036,-0.236,2933171.0,66199372603.0,20866.352,4.81,5.6295,,Europe,Northern Hemisphere,Very High,35.0,,41.49,37.7
1036,Lithuania,LTU,2015,4.489,6.951,0.001,0.037,-1.137,2905771.0,67539660018.0,22063.779,5.307,5.833,56.0,Europe,Northern Hemisphere,Very High,35.0,,36.91,37.4
1037,Lithuania,LTU,2016,4.566,7.546,0.001,0.037,-1.38,2869109.0,69240911932.0,22908.295,6.195,5.813,60.0,Europe,Northern Hemisphere,Very High,35.0,,37.99,38.4
1038,Lithuania,LTU,2017,4.693,7.884,0.001,0.037,-0.929,2829317.0,72206131673.0,24440.611,7.492,5.902,52.0,Europe,Northern Hemisphere,Very High,35.0,,39.93,37.3
1039,Lithuania,LTU,2018,4.787,8.521,0.001,0.037,-0.031,2802485.0,75089601435.0,25323.756,6.737,5.952,50.0,Europe,Northern Hemisphere,Very High,35.0,,38.38,35.7
1040,Lithuania,LTU,2019,4.883,8.023,0.001,0.037,-0.639,2795057.0,78562641002.0,25257.848,7.331,6.149,42.0,Europe,Northern Hemisphere,Very High,35.0,,40.13,35.3
1041,Lithuania,LTU,2020,4.829,7.346,0.001,0.038,-0.658,2795766.0,78545278418.0,25143.193,7.943,6.215,41.0,Europe,Northern Hemisphere,Very High,35.0,,40.13,36.0
1042,Lithuania,LTU,2021,4.93,8.076,0.001,0.037,-0.81,2794490.0,83242845981.0,25102.789,8.384,6.255,38.0,Europe,Northern Hemisphere,Very High,35.0,,40.13,36.7
1043,Luxembourg,LUX,2013,18.999,18.064,0.0,0.029,0.328,543358.0,29514812514.0,84092.562,1.621,7.054,19.0,Europe,Northern Hemisphere,Very High,17.0,,62.16,32.0
1044,Luxembourg,LUX,2014,17.629,17.319,0.0,0.028,0.328,556285.0,30289014849.0,79589.086,1.876,7.0,,Europe,Northern Hemisphere,Very High,17.0,,57.31,31.2
1045,Luxembourg,LUX,2015,16.389,16.438,0.0,0.026,0.236,569540.0,30976491415.0,75560.039,2.107,6.946,17.0,Europe,Northern Hemisphere,Very High,17.0,,51.55,32.9
1046,Luxembourg,LUX,2016,15.556,15.283,0.0,0.026,0.278,583511.0,32518554202.0,72765.094,2.246,6.871,20.0,Europe,Northern Hemisphere,Very High,17.0,,46.52,31.7
1047,Luxembourg,LUX,2017,15.509,14.93,0.0,0.026,0.275,596506.0,32946911821.0,74357.836,2.889,6.863,18.0,Europe,Northern Hemisphere,Very High,17.0,,46.69,34.5
1048,Luxembourg,LUX,2018,15.715,14.363,0.0,0.026,0.229,608109.0,33348602359.0,76353.008,3.227,6.91,17.0,Europe,Northern Hemisphere,Very High,17.0,,42.21,35.4
1049,Luxembourg,LUX,2019,15.722,13.648,0.0,0.026,0.263,620167.0,34122291521.0,76250.828,3.642,7.09,14.0,Europe,Northern Hemisphere,Very High,17.0,,45.47,34.2
1050,Luxembourg,LUX,2020,12.796,11.51,0.0,0.023,0.297,630597.0,33850190319.0,64289.547,4.287,7.238,10.0,Europe,Northern Hemisphere,Very High,17.0,,45.47,33.4
1051,Luxembourg,LUX,2021,13.134,12.485,0.0,0.023,0.209,640276.0,35577396523.0,67493.578,4.278,7.324,8.0,Europe,Northern Hemisphere,Very High,17.0,,45.47,32.7
1052,Latvia,LVA,2013,3.661,6.327,0.001,0.021,-0.067,2013004.0,41350512828.0,22147.385,9.57,5.046,88.0,Europe,Northern Hemisphere,Very High,39.0,,29.67,35.5
1053,Latvia,LVA,2014,3.597,6.088,0.001,0.02,0.225,1994153.0,42137028688.0,20567.852,7.702,5.072,,Europe,Northern Hemisphere,Very High,39.0,,33.02,35.1
1054,Latvia,LVA,2015,3.672,6.382,0.001,0.021,2.038,1977874.0,43774190659.0,21292.598,7.79,5.098,89.0,Europe,Northern Hemisphere,Very High,39.0,,29.74,34.2
1055,Latvia,LVA,2016,3.679,6.356,0.001,0.02,0.652,1959863.0,44810998817.0,22950.191,9.402,5.56,68.0,Europe,Northern Hemisphere,Very High,39.0,,31.17,34.3
1056,Latvia,LVA,2017,3.714,7.18,0.001,0.02,0.517,1942599.0,46295495418.0,25378.883,14.362,5.85,54.0,Europe,Northern Hemisphere,Very High,39.0,,31.53,35.6
1057,Latvia,LVA,2018,4.069,8.229,0.001,0.021,1.358,1927586.0,48143398790.0,22825.789,9.745,5.933,53.0,Europe,Northern Hemisphere,Very High,39.0,,31.52,35.1
1058,Latvia,LVA,2019,3.988,7.874,0.001,0.021,1.006,1914267.0,49380620266.0,23645.102,8.92,5.94,53.0,Europe,Northern Hemisphere,Very High,39.0,,31.04,34.5
1059,Latvia,LVA,2020,3.682,7.061,0.001,0.02,0.999,1901119.0,48292861660.0,21682.367,10.138,5.95,57.0,Europe,Northern Hemisphere,Very High,39.0,,31.04,35.7
1060,Latvia,LVA,2021,3.828,7.931,0.001,0.02,0.679,1885593.0,50255494980.0,22845.332,10.29,6.032,51.0,Europe,Northern Hemisphere,Very High,39.0,,31.04,34.3
1070,Morocco,MAR,2013,1.675,1.83,0.001,0.16,-0.088,33787573.0,256393198875.0,6333.073,10.23,4.885,99.0,Africa,Northern Hemisphere,Medium,123.0,AS,7.93,39.5
1071,Morocco,MAR,2014,1.672,1.791,0.001,0.161,-0.14,34204784.0,263251716082.0,6344.875,9.062,4.949,,Africa,Northern Hemisphere,Medium,123.0,AS,7.53,
1072,Morocco,MAR,2015,1.69,1.779,0.001,0.165,0.996,34607590.0,274689990243.0,6381.802,11.165,5.013,92.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.86,
1073,Morocco,MAR,2016,1.669,1.887,0.001,0.165,0.698,35023459.0,276121131010.0,6376.418,11.702,5.151,90.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.66,
1074,Morocco,MAR,2017,1.724,1.883,0.001,0.17,0.088,35446395.0,290087315215.0,6595.896,11.587,5.235,84.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.89,
1075,Morocco,MAR,2018,1.739,1.912,0.001,0.17,-0.491,35839760.0,298981397583.0,6747.087,16.13,5.254,85.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.95,
1076,Morocco,MAR,2019,1.898,2.007,0.001,0.185,0.423,36210907.0,307624970074.0,7286.229,18.672,5.208,89.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.95,
1077,Morocco,MAR,2020,1.764,1.852,0.001,0.184,0.034,36584208.0,285515953096.0,6625.93,17.233,5.095,97.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.95,
1078,Morocco,MAR,2021,1.902,2.013,0.001,0.191,-0.086,36954443.0,308157391278.0,7275.982,19.077,4.918,106.0,Africa,Northern Hemisphere,Medium,123.0,AS,6.95,
1115,Mexico,MEX,2013,4.186,4.982,0.012,1.404,0.265,118343572.0,1803059285337.0,18952.084,108.269,7.088,16.0,America,Northern Hemisphere,High,86.0,LAC,10.3,
1116,Mexico,MEX,2014,4.041,4.894,0.013,1.365,0.312,119784265.0,1854551091374.0,18621.592,143.018,7.1375,,America,Northern Hemisphere,High,86.0,LAC,10.12,48.9
1117,Mexico,MEX,2015,3.96,4.727,0.013,1.354,0.215,121072310.0,1916008739051.0,18215.734,129.053,7.187,14.0,America,Northern Hemisphere,High,86.0,LAC,9.81,
1118,Mexico,MEX,2016,3.917,4.679,0.013,1.353,-0.238,122251344.0,1961906742138.0,18618.848,130.223,6.778,21.0,America,Northern Hemisphere,High,86.0,LAC,9.74,46.9
1119,Mexico,MEX,2017,3.763,4.544,0.013,1.291,-0.157,123400052.0,2007719438156.0,18879.297,134.188,6.578,25.0,America,Northern Hemisphere,High,86.0,LAC,10.05,
1120,Mexico,MEX,2018,3.76,4.585,0.013,1.275,-0.284,124573713.0,2051539127317.0,18337.242,144.553,6.488,24.0,America,Northern Hemisphere,High,86.0,LAC,10.89,46.0
1121,Mexico,MEX,2019,3.723,4.476,0.014,1.263,0.494,125762978.0,2047701179708.0,17971.641,149.725,6.595,23.0,America,Northern Hemisphere,High,86.0,LAC,10.85,
1122,Mexico,MEX,2020,3.383,3.959,0.014,1.22,0.13,126799053.0,1880176557054.0,16329.474,178.82,6.465,24.0,America,Northern Hemisphere,High,86.0,LAC,10.85,44.6
1123,Mexico,MEX,2021,3.501,4.223,0.014,1.212,-0.183,127648151.0,1973141022977.0,17223.479,208.781,6.317,36.0,America,Northern Hemisphere,High,86.0,LAC,10.85,
1232,Malaysia,MYS,2013,8.009,8.32,0.007,0.685,8.571,30174269.0,615585637854.0,36091.805,36.17,5.76,56.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.02,41.3
1233,Malaysia,MYS,2014,7.983,8.255,0.007,0.691,8.08,30696133.0,652563833807.0,35757.457,40.296,5.765,,Asia,Northern Hemisphere,Very High,62.0,EAP,18.29,
1234,Malaysia,MYS,2015,7.554,7.552,0.007,0.666,5.602,31232796.0,685237676618.0,35686.035,42.81,5.77,61.0,Asia,Northern Hemisphere,Very High,62.0,EAP,18.88,41.1
1235,Malaysia,MYS,2016,7.464,7.64,0.008,0.67,4.041,31789692.0,715730748101.0,36876.836,57.986,6.005,47.0,Asia,Northern Hemisphere,Very High,62.0,EAP,18.63,
1236,Malaysia,MYS,2017,7.555,7.614,0.008,0.68,3.439,32355642.0,757336192678.0,36732.113,74.735,6.084,42.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.93,
1237,Malaysia,MYS,2018,7.981,8.081,0.008,0.715,2.747,32910963.0,794013962862.0,36769.809,76.346,6.322,35.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.35,41.2
1238,Malaysia,MYS,2019,8.303,8.23,0.008,0.749,2.298,33440590.0,829053844392.0,37119.496,79.534,5.339,80.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.59,
1239,Malaysia,MYS,2020,7.736,7.759,0.008,0.746,2.01,33889554.0,783174020832.0,35317.523,85.538,5.384,82.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.59,
1240,Malaysia,MYS,2021,7.973,7.996,0.008,0.741,2.135,34282404.0,807389756202.0,36500.762,95.275,5.384,81.0,Asia,Northern Hemisphere,Very High,62.0,EAP,19.59,40.7
1295,Netherlands,NLD,2013,9.72,10.516,0.005,0.468,0.338,16967066.0,735982982299.0,62644.008,38.315,7.512,4.0,Europe,Northern Hemisphere,Very High,10.0,,29.76,28.1
1296,Netherlands,NLD,2014,9.249,9.694,0.005,0.444,0.373,17030085.0,746458868661.0,59678.543,37.048,7.445,,Europe,Northern Hemisphere,Very High,10.0,,30.62,28.6
1297,Netherlands,NLD,2015,9.584,9.391,0.005,0.463,0.343,17107429.0,761083250759.0,60001.301,41.3,7.378,7.0,Europe,Northern Hemisphere,Very High,10.0,,31.34,28.2
1298,Netherlands,NLD,2016,9.579,9.83,0.005,0.466,0.357,17204693.0,777764090323.0,60683.609,43.12,7.339,7.0,Europe,Northern Hemisphere,Very High,10.0,,30.66,28.2
1299,Netherlands,NLD,2017,9.373,9.571,0.006,0.451,0.341,17315376.0,800404023156.0,60761.145,50.322,7.377,6.0,Europe,Northern Hemisphere,Very High,10.0,,31.74,28.5
1300,Netherlands,NLD,2018,9.085,9.499,0.006,0.431,0.313,17421285.0,819300805024.0,58901.457,56.339,7.441,6.0,Europe,Northern Hemisphere,Very High,10.0,,33.03,28.1
1301,Netherlands,NLD,2019,8.709,9.274,0.006,0.412,0.305,17537505.0,835323029559.0,58248.688,68.307,7.488,5.0,Europe,Northern Hemisphere,Very High,10.0,,32.26,29.2
1302,Netherlands,NLD,2020,7.766,8.326,0.006,0.39,0.3,17636732.0,802861622095.0,56095.609,95.868,7.449,6.0,Europe,Northern Hemisphere,Very High,10.0,,32.26,26.0
1303,Netherlands,NLD,2021,7.89,8.984,0.006,0.379,0.297,17730565.0,841906706612.0,57247.258,115.929,7.464,5.0,Europe,Northern Hemisphere,Very High,10.0,,32.26,25.7
1304,Norway,NOR,2013,8.767,10.529,0.001,0.126,0.894,5080126.0,414445317738.0,102996.664,335.291,7.655,2.0,Europe,Northern Hemisphere,Very High,2.0,,44.25,26.4
1305,Norway,NOR,2014,8.754,10.259,0.001,0.127,0.952,5137397.0,422933730082.0,105489.086,352.653,7.5885,,Europe,Northern Hemisphere,Very High,2.0,,41.48,26.8
1306,Norway,NOR,2015,8.772,10.552,0.001,0.129,1.014,5189777.0,430788988142.0,105836.883,356.444,7.522,4.0,Europe,Northern Hemisphere,Very High,2.0,,36.13,27.5
1307,Norway,NOR,2016,8.539,9.402,0.001,0.126,1.072,5235974.0,435806553454.0,106500.5,368.554,7.498,4.0,Europe,Northern Hemisphere,Very High,2.0,,38.26,28.5
1308,Norway,NOR,2017,8.376,9.309,0.001,0.123,1.156,5276807.0,446543702505.0,106154.727,369.764,7.537,1.0,Europe,Northern Hemisphere,Very High,2.0,,38.63,27.0
1309,Norway,NOR,2018,8.372,9.161,0.001,0.121,1.155,5311751.0,450245217440.0,103850.727,360.424,7.594,2.0,Europe,Northern Hemisphere,Very High,2.0,,36.73,27.6
1310,Norway,NOR,2019,8.016,9.031,0.001,0.116,1.228,5347733.0,455304831150.0,96479.188,330.294,7.554,3.0,Europe,Northern Hemisphere,Very High,2.0,,38.82,27.7
1311,Norway,NOR,2020,7.673,8.672,0.002,0.117,1.221,5379275.0,449485260525.0,103430.57,377.977,7.488,5.0,Europe,Northern Hemisphere,Very High,2.0,,38.82,28.4
1312,Norway,NOR,2021,7.592,7.809,0.002,0.111,1.329,5408082.0,467007972731.0,105249.945,388.789,7.392,6.0,Europe,Northern Hemisphere,Very High,2.0,,38.82,29.1
1349,Pakistan,PAK,2013,0.702,0.783,0.002,0.42,0.044,211073979.0,918328534363.0,3673.495,81.284,5.292,81.0,Asia,Northern Hemisphere,Low,161.0,SA,2.9,29.5
1350,Pakistan,PAK,2014,0.704,0.798,0.002,0.425,0.023,214264649.0,961516822345.0,3669.797,83.786,5.243,,Asia,Northern Hemisphere,Low,161.0,SA,3.06,
1351,Pakistan,PAK,2015,0.667,0.79,0.003,0.409,0.139,217290884.0,1010825281718.0,3816.599,85.717,5.194,81.0,Asia,Northern Hemisphere,Low,161.0,SA,3.09,31.3
1352,Pakistan,PAK,2016,0.803,0.959,0.003,0.499,0.123,220138863.0,1061146810870.0,4090.315,91.974,5.132,92.0,Asia,Northern Hemisphere,Low,161.0,SA,3.37,
1353,Pakistan,PAK,2017,0.949,1.091,0.003,0.589,0.069,223273974.0,1117267177186.0,4263.787,84.925,5.269,80.0,Asia,Northern Hemisphere,Low,161.0,SA,3.67,
1354,Pakistan,PAK,2018,0.897,1.027,0.003,0.554,-0.015,226928893.0,1165406508457.0,4263.363,85.395,5.472,75.0,Asia,Northern Hemisphere,Low,161.0,SA,3.54,29.6
1355,Pakistan,PAK,2019,0.827,0.95,0.003,0.515,0.053,230800908.0,1172330212219.0,4218.508,100.903,5.653,67.0,Asia,Northern Hemisphere,Low,161.0,SA,3.45,
1356,Pakistan,PAK,2020,0.917,1.024,0.003,0.613,-0.031,235001745.0,1202026422230.0,4083.671,109.215,5.693,66.0,Asia,Northern Hemisphere,Low,161.0,SA,3.45,
1357,Pakistan,PAK,2021,1.017,1.14,0.003,0.661,-0.041,239477805.0,1278204948031.0,4451.399,105.111,4.934,105.0,Asia,Northern Hemisphere,Low,161.0,SA,3.45,
1367,Peru,PER,2013,1.433,1.974,0.003,0.121,1.308,29817908.0,274939626306.0,8806.167,64.66,5.776,55.0,America,Southern Hemisphere,High,84.0,LAC,9.15,43.9
1368,Peru,PER,2014,1.64,2.105,0.003,0.139,2.428,30115825.0,281488723310.0,8926.504,65.648,5.8,,America,Southern Hemisphere,High,84.0,LAC,9.45,43.1
