,country,iso_code,year,co2_per_capita,consumption_co2_per_capita,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,population,gdp,energy_per_capita,renewables_consumption,happiness_index,happiness_index_rank,continent,hemisphere,human_development_groups,hdi_rank_2021,undp_developing_regions,material_footprint_per_capita,gini_index
460,Cyprus,CYP,2015,5.701,6.655,0.0,0.02,-1.09,1219504.0,25312505108.0,23931.43,1.155,5.689,67.0,Asia,Northern Hemisphere,Very High,29.0,,32.32,34.0
461,Cyprus,CYP,2016,5.941,7.166,0.0,0.021,0.085,1237114.0,26976335005.0,25654.014,1.202,5.546,69.0,Asia,Northern Hemisphere,Very High,29.0,,37.77,32.9
462,Cyprus,CYP,2017,5.955,7.667,0.0,0.021,0.493,1254274.0,28523085691.0,25987.689,1.22,5.621,65.0,Asia,Northern Hemisphere,Very High,29.0,,39.0,31.4
463,Cyprus,CYP,2018,5.764,7.428,0.0,0.02,-0.621,1270743.0,30134014224.0,25545.797,1.29,5.762,61.0,Asia,Northern Hemisphere,Very High,29.0,,33.71,32.7
464,Cyprus,CYP,2019,5.693,7.193,0.0,0.02,-0.624,1286669.0,31800247242.0,25253.969,1.437,6.046,49.0,Asia,Northern Hemisphere,Very High,29.0,,36.58,31.2
465,Cyprus,CYP,2020,5.301,6.301,0.0,0.02,-0.419,1302250.0,30409793367.0,21717.27,1.801,6.159,45.0,Asia,Northern Hemisphere,Very High,29.0,,36.58,31.7
466,Cyprus,CYP,2021,5.276,6.534,0.0,0.019,-0.619,1317311.0,32428676744.0,22653.711,2.196,6.223,39.0,Asia,Northern Hemisphere,Very High,29.0,,36.58,31.3
467,Czechia,CZE,2013,10.152,10.478,0.005,0.303,-0.718,10511164.0,276764861619.0,46638.129,29.329,6.29,39.0,Europe,Northern Hemisphere,Very High,32.0,,20.51,26.5
468,Czechia,CZE,2014,9.911,10.008,0.005,0.294,-0.582,10517223.0,283025537919.0,45633.422,29.737,6.3975,,Europe,Northern Hemisphere,Very High,32.0,,21.13,25.9
469,Czechia,CZE,2015,9.976,10.216,0.005,0.297,-0.445,10524418.0,298276052489.0,44726.094,30.153,6.505,31.0,Europe,Northern Hemisphere,Very High,32.0,,21.43,25.9
470,Czechia,CZE,2016,10.125,10.247,0.005,0.301,-0.328,10531946.0,305844147713.0,44091.977,30.033,6.596,27.0,Europe,Northern Hemisphere,Very High,32.0,,21.4,25.4
471,Czechia,CZE,2017,10.22,10.572,0.005,0.299,-0.485,10541343.0,321652381589.0,46538.844,30.803,6.609,23.0,Europe,Northern Hemisphere,Very High,32.0,,22.09,24.9
472,Czechia,CZE,2018,10.079,10.931,0.005,0.289,-0.537,10548934.0,332009886797.0,46357.695,30.056,6.711,21.0,Europe,Northern Hemisphere,Very High,32.0,,21.41,25.0
473,Czechia,CZE,2019,9.569,10.508,0.005,0.272,-0.539,10554872.0,342069373423.0,45278.137,32.041,6.852,20.0,Europe,Northern Hemisphere,Very High,32.0,,21.3,25.3
474,Czechia,CZE,2020,8.688,9.648,0.005,0.261,-0.533,10550129.0,323245433506.0,41949.023,33.161,6.911,19.0,Europe,Northern Hemisphere,Very High,32.0,,21.3,26.2
475,Czechia,CZE,2021,9.176,10.519,0.005,0.262,-0.54,10530683.0,334729441747.0,44290.191,33.74,6.965,18.0,Europe,Northern Hemisphere,Very High,32.0,,21.3,26.2
476,Germany,DEU,2013,10.263,11.47,0.04,2.358,-0.049,81041581.0,3497463140441.0,47734.965,445.798,6.672,26.0,Europe,Northern Hemisphere,Very High,9.0,,20.36,31.4
477,Germany,DEU,2014,9.74,11.155,0.04,2.235,-0.02,81376078.0,3574741315261.0,45596.504,472.924,6.711,,Europe,Northern Hemisphere,Very High,9.0,,20.7,30.8
478,Germany,DEU,2015,9.757,10.959,0.04,2.262,-0.036,82077546.0,3628073946157.0,46064.484,537.013,6.75,26.0,Europe,Northern Hemisphere,Very High,9.0,,20.06,31.4
479,Germany,DEU,2016,9.642,10.998,0.041,2.255,-0.005,82760102.0,3708979940863.0,46416.703,537.348,6.994,16.0,Europe,Northern Hemisphere,Very High,9.0,,20.5,31.3
480,Germany,DEU,2017,9.441,10.851,0.041,2.181,-0.019,83104010.0,3808389445530.0,47525.457,602.521,6.951,16.0,Europe,Northern Hemisphere,Very High,9.0,,21.29,31.3
481,Germany,DEU,2018,9.101,10.701,0.041,2.066,-0.065,83368507.0,3845758522294.0,46125.492,619.775,6.965,15.0,Europe,Northern Hemisphere,Very High,9.0,,20.23,31.9
482,Germany,DEU,2019,8.481,10.129,0.042,1.911,-0.072,83559184.0,3886392581475.0,44922.695,661.812,6.985,17.0,Europe,Northern Hemisphere,Very High,9.0,,19.4,32.2
483,Germany,DEU,2020,7.739,9.299,0.042,1.841,-0.058,83628711.0,3742721113842.0,41838.684,692.78,7.076,17.0,Europe,Northern Hemisphere,Very High,9.0,,19.4,32.5
484,Germany,DEU,2021,8.101,9.965,0.042,1.839,-0.044,83697080.0,3841041747482.0,42994.242,644.416,7.155,13.0,Europe,Northern Hemisphere,Very High,9.0,,19.4,33.6
503,Denmark,DNK,2013,7.437,10.098,0.002,0.118,0.869,5615333.0,245578374484.0,37700.766,45.78,7.693,1.0,Europe,Northern Hemisphere,Very High,6.0,,26.63,28.5
504,Denmark,DNK,2014,6.657,9.826,0.002,0.106,0.3,5643795.0,249555233739.0,36068.551,50.869,7.609999999999999,,Europe,Northern Hemisphere,Very High,6.0,,25.85,28.4
505,Denmark,DNK,2015,6.177,9.355,0.002,0.099,0.356,5683698.0,255401297489.0,35007.945,53.053,7.527,3.0,Europe,Northern Hemisphere,Very High,6.0,,24.7,28.2
506,Denmark,DNK,2016,6.445,9.589,0.002,0.104,0.41,5728196.0,263691544304.0,35194.582,51.763,7.526,1.0,Europe,Northern Hemisphere,Very High,6.0,,24.35,28.2
507,Denmark,DNK,2017,6.013,9.542,0.002,0.096,0.544,5765164.0,271132202845.0,35208.766,61.02,7.522,2.0,Europe,Northern Hemisphere,Very High,6.0,,24.86,28.7
508,Denmark,DNK,2018,5.973,9.817,0.002,0.094,0.374,5793824.0,276526484620.0,34539.766,57.987,7.555,3.0,Europe,Northern Hemisphere,Very High,6.0,,25.98,28.2
509,Denmark,DNK,2019,5.323,9.119,0.002,0.083,0.286,5814618.0,280656364923.0,37285.684,64.486,7.6,2.0,Europe,Northern Hemisphere,Very High,6.0,,25.86,27.7
510,Denmark,DNK,2020,4.853,8.292,0.002,0.08,0.264,5831529.0,275058379473.0,32952.969,65.536,7.646,2.0,Europe,Northern Hemisphere,Very High,6.0,,25.86,27.5
511,Denmark,DNK,2021,5.055,9.154,0.002,0.08,0.402,5856774.0,288414406840.0,32756.869,73.192,7.62,2.0,Europe,Northern Hemisphere,Very High,6.0,,25.86,28.3
530,Ecuador,ECU,2013,2.511,2.793,0.003,0.112,0.689,15807132.0,166075183974.0,11356.213,29.342,5.865,49.0,America,Southern Hemisphere,High,95.0,LAC,10.1,46.9
531,Ecuador,ECU,2014,2.729,2.961,0.003,0.123,4.348,16035127.0,172367775440.0,11759.381,30.702,5.92,,America,Southern Hemisphere,High,95.0,LAC,10.32,45.0
532,Ecuador,ECU,2015,2.539,2.836,0.003,0.117,1.1,16266229.0,172538423301.0,11560.524,34.864,5.975,48.0,America,Southern Hemisphere,High,95.0,LAC,9.0,46.0
533,Ecuador,ECU,2016,2.386,2.48,0.003,0.111,1.056,16505142.0,170423090933.0,11354.271,41.754,5.976,51.0,America,Southern Hemisphere,High,95.0,LAC,7.65,45.0
534,Ecuador,ECU,2017,2.339,2.612,0.003,0.109,0.616,16759515.0,174458721084.0,11641.728,52.167,6.008,44.0,America,Southern Hemisphere,High,95.0,LAC,8.06,44.7
535,Ecuador,ECU,2018,2.255,2.627,0.003,0.105,1.852,17049542.0,176707497535.0,12104.737,53.275,5.973,48.0,America,Southern Hemisphere,High,95.0,LAC,7.86,45.4
536,Ecuador,ECU,2019,2.312,2.681,0.003,0.108,1.511,17340017.0,176728682555.0,12187.595,62.988,6.028,50.0,America,Southern Hemisphere,High,95.0,LAC,7.74,45.7
537,Ecuador,ECU,2020,1.851,2.143,0.003,0.092,0.717,17546058.0,162965075602.0,10421.851,61.972,5.925,58.0,America,Southern Hemisphere,High,95.0,LAC,7.74,47.3
538,Ecuador,ECU,2021,2.159,2.479,0.003,0.104,0.507,17682454.0,169866634253.0,12023.042,64.753,5.764,66.0,America,Southern Hemisphere,High,95.0,LAC,7.74,45.8
539,Egypt,EGY,2013,2.298,2.354,0.002,0.621,0.012,95333551.0,984556585202.0,10209.089,37.95,4.273,130.0,Africa,Northern Hemisphere,High,97.0,AS,6.47,
540,Egypt,EGY,2014,2.33,2.523,0.002,0.641,0.022,97528655.0,1035721838706.0,9863.477,37.544,4.233499999999999,,Africa,Northern Hemisphere,High,97.0,AS,6.67,
541,Egypt,EGY,2015,2.276,2.6,0.002,0.64,0.007,99597334.0,1079611566322.0,9800.544,39.544,4.194,135.0,Africa,Northern Hemisphere,High,97.0,AS,6.84,31.8
542,Egypt,EGY,2016,2.412,2.67,0.003,0.693,0.022,101644583.0,1121578599865.0,10135.914,39.768,4.362,120.0,Africa,Northern Hemisphere,High,97.0,AS,7.16,
543,Egypt,EGY,2017,2.443,2.511,0.003,0.704,0.017,103696055.0,1158060486104.0,10325.806,38.75,4.735,104.0,Africa,Northern Hemisphere,High,97.0,AS,7.14,31.5
544,Egypt,EGY,2018,2.289,2.387,0.003,0.659,0.023,105682092.0,1220661740193.0,10137.438,40.955,4.419,122.0,Africa,Northern Hemisphere,High,97.0,AS,7.94,
545,Egypt,EGY,2019,2.176,2.291,0.003,0.631,0.025,107553159.0,1289253465646.0,9749.406,48.489,4.166,137.0,Africa,Northern Hemisphere,High,97.0,AS,8.22,31.9
546,Egypt,EGY,2020,2.253,2.378,0.003,0.701,0.028,109315118.0,1307778142529.0,9028.072,58.677,4.151,138.0,Africa,Northern Hemisphere,High,97.0,AS,8.22,
547,Egypt,EGY,2021,2.405,2.626,0.003,0.724,0.024,110957005.0,1400985648780.0,9564.884,62.466,4.283,132.0,Africa,Northern Hemisphere,High,97.0,AS,8.22,28.5
557,Spain,ESP,2013,5.38,6.64,0.006,0.715,-0.315,46860394.0,1413362053623.0,33685.816,300.382,6.322,38.0,Europe,Northern Hemisphere,Very High,27.0,,15.85,36.2
558,Spain,ESP,2014,5.429,5.963,0.007,0.715,-0.336,46720187.0,1433089409797.0,33266.539,298.185,6.3255,,Europe,Northern Hemisphere,Very High,27.0,,15.96,36.1
559,Spain,ESP,2015,5.789,6.027,0.007,0.763,-0.462,46683683.0,1488098863146.0,33697.949,264.0,6.329,36.0,Europe,Northern Hemisphere,Very High,27.0,,15.75,36.2
560,Spain,ESP,2016,5.554,5.899,0.007,0.733,-0.423,46732768.0,1533303930046.0,33871.598,283.168,6.361,37.0,Europe,Northern Hemisphere,Very High,27.0,,15.42,35.8
561,Spain,ESP,2017,5.835,6.279,0.007,0.76,-0.525,46868594.0,1578931492849.0,34181.582,242.857,6.403,34.0,Europe,Northern Hemisphere,Very High,27.0,,14.11,34.7
562,Spain,ESP,2018,5.702,6.352,0.007,0.731,-0.439,47092817.0,1615001473949.0,34584.289,288.54,6.31,36.0,Europe,Northern Hemisphere,Very High,27.0,,13.99,34.7
563,Spain,ESP,2019,5.285,5.989,0.007,0.676,-0.484,47435121.0,1647042667976.0,33390.262,267.171,6.354,30.0,Europe,Northern Hemisphere,Very High,27.0,,13.48,34.3
564,Spain,ESP,2020,4.441,5.282,0.007,0.602,-0.441,47679482.0,1460507935923.0,29844.283,307.592,6.401,28.0,Europe,Northern Hemisphere,Very High,27.0,,13.48,34.9
565,Spain,ESP,2021,4.793,5.766,0.007,0.621,-0.006,47735670.0,1541121952313.0,32091.293,336.409,6.491,27.0,Europe,Northern Hemisphere,Very High,27.0,,13.48,33.9
566,Estonia,EST,2013,14.898,13.404,0.001,0.056,-1.324,1317920.0,30600421813.0,58776.996,3.637,5.426,72.0,Europe,Northern Hemisphere,Very High,31.0,,36.93,35.1
567,Estonia,EST,2014,14.29,13.585,0.001,0.053,-0.454,1314457.0,31521829560.0,56419.855,4.161,5.4275,,Europe,Northern Hemisphere,Very High,31.0,,37.56,34.6
568,Estonia,EST,2015,12.004,13.033,0.001,0.045,-0.298,1314580.0,32106015454.0,52204.055,4.558,5.429,73.0,Europe,Northern Hemisphere,Very High,31.0,,39.23,32.7
569,Estonia,EST,2016,13.248,13.002,0.001,0.049,-1.24,1315850.0,33119083785.0,53777.426,4.594,5.517,72.0,Europe,Northern Hemisphere,Very High,31.0,,44.31,31.2
570,Estonia,EST,2017,14.131,13.014,0.001,0.052,-1.045,1317430.0,35037377711.0,59573.93,5.402,5.611,66.0,Europe,Northern Hemisphere,Very High,31.0,,44.54,30.4
571,Estonia,EST,2018,13.465,14.016,0.001,0.048,-0.832,1321972.0,36363239216.0,58911.23,6.058,5.739,63.0,Europe,Northern Hemisphere,Very High,31.0,,36.99,30.3
572,Estonia,EST,2019,9.261,11.497,0.001,0.033,-1.021,1326822.0,37723175050.0,47301.492,6.49,5.893,55.0,Europe,Northern Hemisphere,Very High,31.0,,37.53,30.8
573,Estonia,EST,2020,6.918,9.726,0.001,0.026,-0.741,1329675.0,37515273353.0,44171.176,8.971,6.022,51.0,Europe,Northern Hemisphere,Very High,31.0,,37.53,30.7
574,Estonia,EST,2021,7.802,10.743,0.001,0.028,-0.713,1331750.0,40521483538.0,46137.703,8.743,6.189,40.0,Europe,Northern Hemisphere,Very High,31.0,,37.53,31.8
584,Finland,FIN,2013,9.509,12.403,0.003,0.147,3.772,5439057.0,202349011206.0,62841.867,74.721,7.389,7.0,Europe,Northern Hemisphere,Very High,11.0,,38.22,27.2
585,Finland,FIN,2014,8.719,11.426,0.003,0.134,3.944,5461686.0,201610622550.0,60388.477,78.717,7.3975,,Europe,Northern Hemisphere,Very High,11.0,,39.24,26.8
586,Finland,FIN,2015,8.065,10.303,0.003,0.125,4.176,5479719.0,202706706722.0,60020.109,89.101,7.406,6.0,Europe,Northern Hemisphere,Very High,11.0,,36.9,27.1
587,Finland,FIN,2016,8.598,10.775,0.003,0.134,4.319,5495468.0,208405735062.0,60792.52,85.3,7.413,5.0,Europe,Northern Hemisphere,Very High,11.0,,38.35,27.1
588,Finland,FIN,2017,8.107,10.769,0.003,0.124,4.79,5508398.0,215058877437.0,59403.098,90.141,7.469,5.0,Europe,Northern Hemisphere,Very High,11.0,,37.39,27.4
589,Finland,FIN,2018,8.292,11.144,0.003,0.125,5.076,5515730.0,217509947213.0,60525.258,92.022,7.632,1.0,Europe,Northern Hemisphere,Very High,11.0,,37.83,27.3
590,Finland,FIN,2019,7.687,10.248,0.003,0.114,5.115,5521754.0,220173891564.0,59218.777,92.01,7.769,1.0,Europe,Northern Hemisphere,Very High,11.0,,36.73,27.7
591,Finland,FIN,2020,6.821,9.247,0.003,0.107,5.12,5529616.0,214988893865.0,56776.078,100.422,7.809,1.0,Europe,Northern Hemisphere,Very High,11.0,,36.73,27.1
592,Finland,FIN,2021,6.825,9.889,0.003,0.103,5.503,5541069.0,221538476826.0,57854.73,110.278,7.842,1.0,Europe,Northern Hemisphere,Very High,11.0,,36.73,27.7
602,France,FRA,2013,5.591,7.507,0.016,1.021,-0.216,64387736.0,2414733629218.0,45428.73,284.361,6.764,25.0,Europe,Northern Hemisphere,Very High,28.0,,20.95,32.5
603,France,FRA,2014,5.067,6.936,0.016,0.924,-0.208,64692495.0,2437822780219.0,43247.398,272.726,6.6695,,Europe,Northern Hemisphere,Very High,28.0,,20.75,32.3
604,France,FRA,2015,5.116,6.696,0.016,0.938,-0.096,64916337.0,2464953810985.0,43493.316,266.623,6.575,29.0,Europe,Northern Hemisphere,Very High,28.0,,20.15,32.7
605,France,FRA,2016,5.155,6.99,0.016,0.948,-0.171,65086853.0,2491956183265.0,42506.238,282.738,6.478,32.0,Europe,Northern Hemisphere,Very High,28.0,,19.79,31.9
606,France,FRA,2017,5.183,6.939,0.016,0.941,0.287,65284775.0,2549057506683.0,42218.559,266.731,6.442,31.0,Europe,Northern Hemisphere,Very High,28.0,,19.7,31.6
607,France,FRA,2018,4.931,6.961,0.016,0.88,-0.207,65519537.0,2596599107835.0,42589.262,316.88,6.489,23.0,Europe,Northern Hemisphere,Very High,28.0,,17.61,32.4
608,France,FRA,2019,4.812,6.734,0.016,0.853,0.172,65729460.0,2644453795826.0,41554.387,316.482,6.592,24.0,Europe,Northern Hemisphere,Very High,28.0,,17.1,31.2
609,France,FRA,2020,4.272,6.054,0.017,0.801,-0.031,65905273.0,2438594133224.0,37087.555,336.373,6.664,23.0,Europe,Northern Hemisphere,Very High,28.0,,17.1,30.7
610,France,FRA,2021,4.65,6.661,0.017,0.833,-0.129,66083547.0,2604822841790.0,39307.219,330.825,6.69,21.0,Europe,Northern Hemisphere,Very High,28.0,,17.1,31.5
638,United Kingdom,GBR,2013,7.418,9.704,0.034,1.354,0.275,64389386.0,2296252599482.0,37094.207,158.219,6.883,22.0,Europe,Northern Hemisphere,Very High,18.0,,17.86,32.7
639,United Kingdom,GBR,2014,6.765,9.325,0.034,1.237,0.207,64865914.0,2369725553442.0,34774.93,190.845,6.875,,Europe,Northern Hemisphere,Very High,18.0,,19.09,33.1
640,United Kingdom,GBR,2015,6.461,9.131,0.034,1.193,0.343,65382107.0,2426435869267.0,34863.777,239.227,6.867,21.0,Europe,Northern Hemisphere,Very High,18.0,,18.97,33.3
641,United Kingdom,GBR,2016,6.062,8.844,0.034,1.129,0.324,65893359.0,2478973016876.0,34099.367,237.927,6.725,23.0,Europe,Northern Hemisphere,Very High,18.0,,18.27,33.1
642,United Kingdom,GBR,2017,5.838,8.414,0.035,1.077,0.187,66354473.0,2539548543933.0,33924.512,277.959,6.714,19.0,Europe,Northern Hemisphere,Very High,18.0,,18.2,32.6
643,United Kingdom,GBR,2018,5.689,8.168,0.035,1.034,0.35,66752473.0,2582848171416.0,33653.051,311.597,6.814,19.0,Europe,Northern Hemisphere,Very High,18.0,,18.01,33.7
644,United Kingdom,GBR,2019,5.435,7.819,0.035,0.984,0.158,67110958.0,2624285076706.0,32676.998,341.011,7.054,15.0,Europe,Northern Hemisphere,Very High,18.0,,17.85,32.8
645,United Kingdom,GBR,2020,4.844,6.977,0.035,0.928,0.136,67351860.0,2334804059780.0,29440.059,374.262,7.165,13.0,Europe,Northern Hemisphere,Very High,18.0,,17.85,32.7
646,United Kingdom,GBR,2021,5.059,7.649,0.035,0.929,0.03,67668788.0,2512190098029.0,29422.24,344.991,7.064,17.0,Europe,Northern Hemisphere,Very High,18.0,,17.85,32.4
701,Greece,GRC,2013,7.45,7.657,0.002,0.232,-1.868,10967534.0,241650188710.0,29934.105,38.441,5.435,70.0,Europe,Northern Hemisphere,Very High,33.0,,19.36,36.1
702,Greece,GRC,2014,7.219,7.368,0.002,0.222,-1.711,10893169.0,242799798246.0,28266.357,32.873,5.146,,Europe,Northern Hemisphere,Very High,33.0,,18.79,35.8
703,Greece,GRC,2015,6.924,7.005,0.002,0.212,-1.947,10820902.0,242323725826.0,28807.496,39.583,4.857,102.0,Europe,Northern Hemisphere,Very High,33.0,,17.81,36.0
704,Greece,GRC,2016,6.622,7.041,0.002,0.202,-2.179,10775506.0,241143085639.0,28489.859,39.518,5.033,99.0,Europe,Northern Hemisphere,Very High,33.0,,16.77,35.0
705,Greece,GRC,2017,6.96,7.327,0.002,0.208,-2.328,10753532.0,243776808141.0,29962.0,36.637,5.227,87.0,Europe,Northern Hemisphere,Very High,33.0,,15.94,34.4
706,Greece,GRC,2018,6.689,7.587,0.002,0.195,-0.135,10730846.0,247844015413.0,30199.467,42.326,5.358,79.0,Europe,Northern Hemisphere,Very High,33.0,,14.94,32.9
707,Greece,GRC,2019,6.133,7.026,0.002,0.177,-2.258,10718581.0,252514250712.0,29564.295,42.361,5.287,82.0,Europe,Northern Hemisphere,Very High,33.0,,15.17,33.1
708,Greece,GRC,2020,5.194,6.41,0.002,0.158,-1.752,10699370.0,229777821500.0,25885.273,46.031,5.515,77.0,Europe,Northern Hemisphere,Very High,33.0,,15.17,33.6
709,Greece,GRC,2021,5.438,6.765,0.002,0.156,-1.811,10579561.0,249158215293.0,28596.289,57.441,5.723,68.0,Europe,Northern Hemisphere,Very High,33.0,,15.17,32.9
764,Croatia,HRV,2013,4.337,5.675,0.001,0.052,-0.323,4242403.0,80064089923.0,22645.891,24.161,5.661,58.0,Europe,Northern Hemisphere,Very High,40.0,,16.33,32.0
765,Croatia,HRV,2014,4.183,4.778,0.001,0.05,-0.097,4219485.0,79720242860.0,22753.666,25.72,5.71,,Europe,Northern Hemisphere,Very High,40.0,,15.32,32.1
766,Croatia,HRV,2015,4.253,5.364,0.001,0.05,-0.201,4183732.0,81731110395.0,21755.668,19.449,5.759,62.0,Europe,Northern Hemisphere,Very High,40.0,,15.74,31.1
767,Croatia,HRV,2016,4.371,5.587,0.001,0.051,-0.799,4136438.0,84640158587.0,22901.484,21.289,5.488,74.0,Europe,Northern Hemisphere,Very High,40.0,,16.97,30.9
768,Croatia,HRV,2017,4.587,5.713,0.001,0.052,-0.911,4079198.0,87528490789.0,23235.795,18.124,5.293,77.0,Europe,Northern Hemisphere,Very High,40.0,,16.48,30.4
769,Croatia,HRV,2018,4.396,6.142,0.001,0.048,-0.619,4024868.0,89979865983.0,24388.486,25.074,5.321,82.0,Europe,Northern Hemisphere,Very High,40.0,,16.81,29.7
770,Croatia,HRV,2019,4.47,6.038,0.001,0.048,-0.186,3986338.0,93057982684.0,24035.391,22.018,5.432,75.0,Europe,Northern Hemisphere,Very High,40.0,,17.06,28.9
771,Croatia,HRV,2020,4.267,5.817,0.001,0.048,-0.589,3953956.0,85073361985.0,23110.643,22.578,5.505,79.0,Europe,Northern Hemisphere,Very High,40.0,,17.06,29.5
772,Croatia,HRV,2021,4.434,6.046,0.001,0.047,-0.884,3924607.0,96194363488.0,25050.172,27.782,5.882,60.0,Europe,Northern Hemisphere,Very High,40.0,,17.06,28.9
782,Hungary,HUN,2013,4.397,6.013,0.002,0.123,-0.986,9889344.0,209511661762.0,24070.496,9.747,4.775,110.0,Europe,Northern Hemisphere,Very High,46.0,,13.24,31.5
783,Hungary,HUN,2014,4.425,5.953,0.002,0.123,-0.941,9862843.0,218378634753.0,24158.225,11.428,4.7875,,Europe,Northern Hemisphere,Very High,46.0,,14.93,30.9
784,Hungary,HUN,2015,4.733,6.031,0.002,0.132,-0.828,9839211.0,226474616785.0,25514.207,11.477,4.8,104.0,Europe,Northern Hemisphere,Very High,46.0,,13.55,30.4
785,Hungary,HUN,2016,4.795,6.182,0.002,0.133,-0.743,9810529.0,231459349147.0,26042.918,11.612,5.145,91.0,Europe,Northern Hemisphere,Very High,46.0,,13.92,30.3
786,Hungary,HUN,2017,5.051,6.737,0.002,0.137,-0.764,9785608.0,241347220007.0,27519.338,11.941,5.324,75.0,Europe,Northern Hemisphere,Very High,46.0,,13.85,30.6
787,Hungary,HUN,2018,5.051,6.822,0.002,0.134,-0.73,9774395.0,254289117363.0,27746.227,13.069,5.62,69.0,Europe,Northern Hemisphere,Very High,46.0,,14.75,
788,Hungary,HUN,2019,5.031,6.661,0.002,0.133,-1.452,9770346.0,266658311342.0,28135.389,15.402,5.758,62.0,Europe,Northern Hemisphere,Very High,46.0,,15.27,
789,Hungary,HUN,2020,4.832,6.203,0.002,0.134,-0.513,9749459.0,254563881936.0,27727.416,18.299,6.0,53.0,Europe,Northern Hemisphere,Very High,46.0,,15.27,
790,Hungary,HUN,2021,4.978,6.737,0.003,0.131,-0.728,9707848.0,272892486007.0,29250.391,21.808,5.992,53.0,Europe,Northern Hemisphere,Very High,46.0,,15.27,
791,Indonesia,IDN,2013,1.929,1.991,0.034,1.399,4.843,255852464.0,2437876929100.0,7131.105,82.807,5.348,76.0,Asia,Southern Hemisphere,High,114.0,EAP,6.5,38.9
792,Indonesia,IDN,2014,1.924,1.97,0.035,1.404,5.172,258877395.0,2559933272409.0,7171.866,87.533,5.3735,,Asia,Southern Hemisphere,High,114.0,EAP,6.53,38.8
793,Indonesia,IDN,2015,2.105,2.083,0.036,1.557,6.847,261799249.0,2684763880628.0,7243.952,76.045,5.399,74.0,Asia,Southern Hemisphere,High,114.0,EAP,6.65,38.2
794,Indonesia,IDN,2016,2.071,2.073,0.036,1.548,3.304,264627429.0,2819889903036.0,7120.307,109.633,5.314,79.0,Asia,Southern Hemisphere,High,114.0,EAP,6.34,36.9
795,Indonesia,IDN,2017,2.136,2.123,0.037,1.587,2.923,267346654.0,2962852274581.0,7569.616,111.897,5.262,81.0,Asia,Southern Hemisphere,High,114.0,EAP,6.48,36.4
796,Indonesia,IDN,2018,2.25,2.248,0.038,1.653,2.919,269951847.0,3116158974437.0,7896.082,171.458,5.093,96.0,Asia,Southern Hemisphere,High,114.0,EAP,6.66,36.3
797,Indonesia,IDN,2019,2.441,2.438,0.038,1.793,3.739,272489381.0,3272568062078.0,8271.658,194.482,5.192,92.0,Asia,Southern Hemisphere,High,114.0,EAP,6.77,35.4
798,Indonesia,IDN,2020,2.268,2.292,0.039,1.773,2.438,274814861.0,3204972631957.0,7700.858,225.746,5.286,84.0,Asia,Southern Hemisphere,High,114.0,EAP,6.77,35.3
799,Indonesia,IDN,2021,2.287,2.267,0.04,1.717,2.503,276758056.0,3323654666991.0,7937.188,243.844,5.345,82.0,Asia,Southern Hemisphere,High,114.0,EAP,6.77,35.5
809,Ireland,IRL,2013,8.061,9.516,0.001,0.106,1.074,4624686.0,222738952818.0,35677.523,15.832,7.076,18.0,Europe,Northern Hemisphere,Very High,8.0,,25.38,33.5
810,Ireland,IRL,2014,7.911,9.6,0.001,0.104,0.709,4658236.0,236178350686.0,35325.18,17.889,7.008,,Europe,Northern Hemisphere,Very High,8.0,,26.37,31.9
811,Ireland,IRL,2015,8.233,9.314,0.001,0.109,1.214,4702497.0,249955928768.0,36983.117,21.597,6.94,18.0,Europe,Northern Hemisphere,Very High,8.0,,27.92,31.8
812,Ireland,IRL,2016,8.492,9.442,0.001,0.114,1.34,4753506.0,255118282428.0,38268.473,20.85,6.907,19.0,Europe,Northern Hemisphere,Very High,8.0,,32.19,32.8
813,Ireland,IRL,2017,8.116,9.492,0.001,0.109,1.324,4810258.0,266528546717.0,37987.566,24.831,6.977,15.0,Europe,Northern Hemisphere,Very High,8.0,,31.29,31.4
814,Ireland,IRL,2018,7.988,9.507,0.001,0.106,1.118,4872559.0,282500483309.0,38347.988,28.057,6.977,14.0,Europe,Northern Hemisphere,Very High,8.0,,37.25,30.6
815,Ireland,IRL,2019,7.54,9.37,0.001,0.1,0.858,4933493.0,294503693886.0,38065.551,32.338,7.021,16.0,Europe,Northern Hemisphere,Very High,8.0,,49.25,30.3
816,Ireland,IRL,2020,7.035,7.986,0.001,0.1,0.174,4982602.0,274762344680.0,35439.918,36.334,7.094,16.0,Europe,Northern Hemisphere,Very High,8.0,,49.25,29.2
817,Ireland,IRL,2021,7.452,8.353,0.001,0.102,0.36,5028428.0,287639621097.0,35772.973,31.71,7.085,15.0,Europe,Northern Hemisphere,Very High,8.0,,49.25,29.4
818,Iran,IRN,2013,7.586,6.043,0.007,1.729,-0.293,80414689.0,1287095594893.0,33255.664,38.024,4.643,115.0,Asia,Northern Hemisphere,High,76.0,SA,12.06,34.0
819,Iran,IRN,2014,7.904,6.462,0.007,1.816,-0.316,81502045.0,1352737013920.0,34196.25,37.562,4.6645,,Asia,Northern Hemisphere,High,76.0,SA,11.88,34.8
820,Iran,IRN,2015,7.77,7.109,0.008,1.813,-0.283,82619365.0,1331012211481.0,33441.344,33.961,4.686,110.0,Asia,Northern Hemisphere,High,76.0,SA,11.06,35.3
