numeric_code,iso_code,country,year,human_development_groups,hdi_rank_2021,undp_developing_regions,least_devpd_country,landlock_deving_country,small_island_deving_country,population,gdp,happiness_index,gini_index,income_group,happiness_index_rank_62,co2_per_capita,consumption_co2_per_capita,material_footprint_per_capita,energy_per_capita,renewables_consumption,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,continent,sub_continent_un,hemisphere,latitude,longitude,co2_consumption_production_gap,co2_consumption_production_ratio,happiness_per_co2,happiness_per_consumption_co2,happiness_per_material_footprint,happiness_per_1000_energy,inequality_adjusted_happiness,ineq_adj_happiness_per_co2,ineq_adj_happiness_per_consumption_co2,ineq_adj_happiness_per_material_footprint,ineq_adj_happiness_per_1000_energy,co2_per_1000_energy,material_footprint_per_1000_energy,happiness_percentile_by_year,consumption_co2_percentile_by_year,material_footprint_percentile_by_year,high_happiness_lower_consumption_co2,high_happiness_lower_material_footprint
203,CZE,Czechia,2015,Very High,32,NOTAPPLICABLE,False,False,False,10524418,298276052489.0,6.505,25.9,High income,24,9.976,10.216,21.43,44726.094,30.153,0.005,0.297,-0.445,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.24,1.024,0.652,0.637,0.304,0.145,4.82,0.483,0.472,0.225,0.108,0.223,0.479,0.629,0.742,0.613,False,False
203,CZE,Czechia,2016,Very High,32,NOTAPPLICABLE,False,False,False,10531946,305844147713.0,6.596,25.4,High income,21,10.125,10.247,21.4,44091.977,30.033,0.005,0.301,-0.328,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.122,1.012,0.651,0.644,0.308,0.15,4.921,0.486,0.48,0.23,0.112,0.23,0.485,0.677,0.758,0.597,False,False
203,CZE,Czechia,2017,Very High,32,NOTAPPLICABLE,False,False,False,10541343,321652381589.0,6.609,24.9,High income,20,10.22,10.572,22.09,46538.844,30.803,0.005,0.299,-0.485,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.352,1.034,0.647,0.625,0.299,0.142,4.963,0.486,0.469,0.225,0.107,0.22,0.475,0.694,0.79,0.629,False,False
203,CZE,Czechia,2018,Very High,32,NOTAPPLICABLE,False,False,False,10548934,332009886797.0,6.711,25.0,High income,18,10.079,10.931,21.41,46357.695,30.056,0.005,0.289,-0.537,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.852,1.085,0.666,0.614,0.313,0.145,5.033,0.499,0.46,0.235,0.109,0.217,0.462,0.726,0.806,0.629,False,False
203,CZE,Czechia,2019,Very High,32,NOTAPPLICABLE,False,False,False,10554872,342069373423.0,6.852,25.3,High income,17,9.569,10.508,21.3,45278.137,32.041,0.005,0.272,-0.539,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.939,1.098,0.716,0.652,0.322,0.151,5.118,0.535,0.487,0.24,0.113,0.211,0.47,0.742,0.823,0.613,False,False
203,CZE,Czechia,2020,Very High,32,NOTAPPLICABLE,False,False,False,10550129,323245433506.0,6.911,26.2,High income,16,8.688,9.648,21.3,41949.023,33.161,0.005,0.261,-0.533,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,0.96,1.11,0.795,0.716,0.324,0.165,5.1,0.587,0.529,0.239,0.122,0.207,0.508,0.758,0.823,0.613,False,False
203,CZE,Czechia,2021,Very High,32,NOTAPPLICABLE,False,False,False,10530683,334729441747.0,6.965,26.2,High income,15,9.176,10.519,21.3,44290.191,33.74,0.005,0.262,-0.54,Europe,Eastern Europe,Northern Hemisphere,49.75,15.5,1.343,1.146,0.759,0.662,0.327,0.157,5.14,0.56,0.489,0.241,0.116,0.207,0.481,0.774,0.839,0.613,False,False
276,DEU,Germany,2013,Very High,9,NOTAPPLICABLE,False,False,False,81041581,3497463140441.0,6.672,31.4,High income,20,10.263,11.47,20.36,47734.965,445.798,0.04,2.358,-0.049,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.207,1.118,0.65,0.582,0.328,0.14,4.577,0.446,0.399,0.225,0.096,0.215,0.427,0.694,0.806,0.548,False,False
276,DEU,Germany,2014,Very High,9,NOTAPPLICABLE,False,False,False,81376078,3574741315261.0,6.711,30.8,High income,19,9.74,11.155,20.7,45596.504,472.924,0.04,2.235,-0.02,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.415,1.145,0.689,0.602,0.324,0.147,4.644,0.477,0.416,0.224,0.102,0.214,0.454,0.71,0.806,0.548,False,False
276,DEU,Germany,2015,Very High,9,NOTAPPLICABLE,False,False,False,82077546,3628073946157.0,6.75,31.4,High income,19,9.757,10.959,20.06,46064.484,537.013,0.04,2.262,-0.036,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.202,1.123,0.692,0.616,0.336,0.147,4.63,0.475,0.422,0.231,0.101,0.212,0.435,0.71,0.823,0.548,False,False
276,DEU,Germany,2016,Very High,9,NOTAPPLICABLE,False,False,False,82760102,3708979940863.0,6.994,31.3,High income,12,9.642,10.998,20.5,46416.703,537.348,0.041,2.255,-0.005,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.356,1.141,0.725,0.636,0.341,0.151,4.805,0.498,0.437,0.234,0.104,0.208,0.442,0.823,0.823,0.581,False,False
276,DEU,Germany,2017,Very High,9,NOTAPPLICABLE,False,False,False,83104010,3808389445530.0,6.951,31.3,High income,13,9.441,10.851,21.29,47525.457,602.521,0.041,2.181,-0.019,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.41,1.149,0.736,0.641,0.326,0.146,4.775,0.506,0.44,0.224,0.1,0.199,0.448,0.806,0.823,0.581,False,False
276,DEU,Germany,2018,Very High,9,NOTAPPLICABLE,False,False,False,83368507,3845758522294.0,6.965,31.9,High income,12,9.101,10.701,20.23,46125.492,619.775,0.041,2.066,-0.065,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.6,1.176,0.765,0.651,0.344,0.151,4.743,0.521,0.443,0.234,0.103,0.197,0.439,0.823,0.79,0.597,False,False
276,DEU,Germany,2019,Very High,9,NOTAPPLICABLE,False,False,False,83559184,3886392581475.0,6.985,32.2,High income,14,8.481,10.129,19.4,44922.695,661.812,0.042,1.911,-0.072,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.648,1.194,0.824,0.69,0.36,0.155,4.736,0.558,0.468,0.244,0.105,0.189,0.432,0.79,0.774,0.581,False,False
276,DEU,Germany,2020,Very High,9,NOTAPPLICABLE,False,False,False,83628711,3742721113842.0,7.076,32.5,High income,14,7.739,9.299,19.4,41838.684,692.78,0.042,1.841,-0.058,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.56,1.202,0.914,0.761,0.365,0.169,4.776,0.617,0.514,0.246,0.114,0.185,0.464,0.79,0.774,0.581,False,False
276,DEU,Germany,2021,Very High,9,NOTAPPLICABLE,False,False,False,83697080,3841041747482.0,7.155,33.6,High income,11,8.101,9.965,19.4,42994.242,644.416,0.042,1.839,-0.044,Europe,Western Europe,Northern Hemisphere,51.0,9.0,1.864,1.23,0.883,0.718,0.369,0.166,4.751,0.586,0.477,0.245,0.111,0.188,0.451,0.839,0.806,0.581,False,False
208,DNK,Denmark,2013,Very High,6,NOTAPPLICABLE,False,False,False,5615333,245578374484.0,7.693,28.5,High income,1,7.437,10.098,26.63,37700.766,45.78,0.002,0.118,0.869,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,2.661,1.358,1.034,0.762,0.289,0.204,5.5,0.74,0.545,0.207,0.146,0.197,0.706,1.0,0.694,0.71,False,False
208,DNK,Denmark,2014,Very High,6,NOTAPPLICABLE,False,False,False,5643795,249555233739.0,7.61,28.4,High income,2,6.657,9.826,25.85,36068.551,50.869,0.002,0.106,0.3,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.169,1.476,1.143,0.774,0.294,0.211,5.449,0.819,0.555,0.211,0.151,0.185,0.717,0.984,0.71,0.661,False,False
208,DNK,Denmark,2015,Very High,6,NOTAPPLICABLE,False,False,False,5683698,255401297489.0,7.527,28.2,High income,2,6.177,9.355,24.7,35007.945,53.053,0.002,0.099,0.356,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.178,1.514,1.219,0.805,0.305,0.215,5.404,0.875,0.578,0.219,0.154,0.176,0.706,0.984,0.694,0.661,False,False
208,DNK,Denmark,2016,Very High,6,NOTAPPLICABLE,False,False,False,5728196,263691544304.0,7.526,28.2,High income,1,6.445,9.589,24.35,35194.582,51.763,0.002,0.104,0.41,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.144,1.488,1.168,0.785,0.309,0.214,5.404,0.838,0.564,0.222,0.154,0.183,0.692,1.0,0.71,0.661,False,False
208,DNK,Denmark,2017,Very High,6,NOTAPPLICABLE,False,False,False,5765164,271132202845.0,7.522,28.7,High income,2,6.013,9.542,24.86,35208.766,61.02,0.002,0.096,0.544,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.529,1.587,1.251,0.788,0.303,0.214,5.363,0.892,0.562,0.216,0.152,0.171,0.706,0.984,0.71,0.661,False,False
208,DNK,Denmark,2018,Very High,6,NOTAPPLICABLE,False,False,False,5793824,276526484620.0,7.555,28.2,High income,3,5.973,9.817,25.98,34539.766,57.987,0.002,0.094,0.374,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.844,1.644,1.265,0.77,0.291,0.219,5.424,0.908,0.553,0.209,0.157,0.173,0.752,0.968,0.71,0.694,False,False
208,DNK,Denmark,2019,Very High,6,NOTAPPLICABLE,False,False,False,5814618,280656364923.0,7.6,27.7,High income,2,5.323,9.119,25.86,37285.684,64.486,0.002,0.083,0.286,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.796,1.713,1.428,0.833,0.294,0.204,5.495,1.032,0.603,0.212,0.147,0.143,0.694,0.984,0.677,0.694,False,False
208,DNK,Denmark,2020,Very High,6,NOTAPPLICABLE,False,False,False,5831529,275058379473.0,7.646,27.5,High income,2,4.853,8.292,25.86,32952.969,65.536,0.002,0.08,0.264,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,3.439,1.709,1.576,0.922,0.296,0.232,5.543,1.142,0.668,0.214,0.168,0.147,0.785,0.984,0.661,0.694,False,False
208,DNK,Denmark,2021,Very High,6,NOTAPPLICABLE,False,False,False,5856774,288414406840.0,7.62,28.3,High income,2,5.055,9.154,25.86,32756.869,73.192,0.002,0.08,0.402,Europe,Northern Europe,Northern Hemisphere,56.0,10.0,4.099,1.811,1.507,0.832,0.295,0.233,5.464,1.081,0.597,0.211,0.167,0.154,0.789,0.984,0.71,0.694,False,False
218,ECU,Ecuador,2013,High,95,LAC,False,False,False,15807132,166075183974.0,5.865,46.9,Upper middle income,34,2.511,2.793,10.1,11356.213,29.342,0.003,0.112,0.689,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.282,1.112,2.336,2.1,0.581,0.516,3.114,1.24,1.115,0.308,0.274,0.221,0.889,0.468,0.177,0.21,False,False
218,ECU,Ecuador,2014,High,95,LAC,False,False,False,16035127,172367775440.0,5.92,45.0,Upper middle income,34,2.729,2.961,10.32,11759.381,30.702,0.003,0.123,4.348,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.232,1.085,2.169,1.999,0.574,0.503,3.256,1.193,1.1,0.316,0.277,0.232,0.878,0.468,0.177,0.258,False,False
218,ECU,Ecuador,2015,High,95,LAC,False,False,False,16266229,172538423301.0,5.975,46.0,Upper middle income,31,2.539,2.836,9.0,11560.524,34.864,0.003,0.117,1.1,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.297,1.117,2.353,2.107,0.664,0.517,3.226,1.271,1.138,0.358,0.279,0.22,0.779,0.516,0.194,0.177,False,False
218,ECU,Ecuador,2016,High,95,LAC,False,False,False,16505142,170423090933.0,5.976,45.0,Upper middle income,31,2.386,2.48,7.65,11354.271,41.754,0.003,0.111,1.056,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.094,1.039,2.505,2.41,0.781,0.526,3.287,1.378,1.325,0.43,0.289,0.21,0.674,0.516,0.177,0.145,False,False
218,ECU,Ecuador,2017,High,95,LAC,False,False,False,16759515,174458721084.0,6.008,44.7,Upper middle income,30,2.339,2.612,8.06,11641.728,52.167,0.003,0.109,0.616,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.273,1.117,2.569,2.3,0.745,0.516,3.322,1.42,1.272,0.412,0.285,0.201,0.692,0.532,0.194,0.145,False,False
218,ECU,Ecuador,2018,High,95,LAC,False,False,False,17049542,176707497535.0,5.973,45.4,Upper middle income,32,2.255,2.627,7.86,12104.737,53.275,0.003,0.105,1.852,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.372,1.165,2.649,2.274,0.76,0.493,3.261,1.446,1.241,0.415,0.269,0.186,0.649,0.5,0.194,0.129,False,False
218,ECU,Ecuador,2019,High,95,LAC,False,False,False,17340017,176728682555.0,6.028,45.7,Upper middle income,34,2.312,2.681,7.74,12187.595,62.988,0.003,0.108,1.511,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.369,1.16,2.607,2.248,0.779,0.495,3.273,1.416,1.221,0.423,0.269,0.19,0.635,0.468,0.194,0.129,False,False
218,ECU,Ecuador,2020,High,95,LAC,False,False,False,17546058,162965075602.0,5.925,47.3,Upper middle income,40,1.851,2.143,7.74,10421.851,61.972,0.003,0.092,0.717,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.292,1.158,3.201,2.765,0.766,0.569,3.122,1.687,1.457,0.403,0.3,0.178,0.743,0.371,0.145,0.129,False,False
218,ECU,Ecuador,2021,High,95,LAC,False,False,False,17682454,169866634253.0,5.764,45.8,Upper middle income,45,2.159,2.479,7.74,12023.042,64.753,0.003,0.104,0.507,America,Latin America and the Caribbean,Southern Hemisphere,-2.0,-77.5,0.32,1.148,2.67,2.325,0.745,0.479,3.124,1.447,1.26,0.404,0.26,0.18,0.644,0.29,0.177,0.129,False,False
818,EGY,Egypt,2013,High,97,AS,False,False,False,95333551,984556585202.0,4.273,31.8,Lower middle income,60,2.298,2.354,6.47,10209.089,37.95,0.002,0.621,0.012,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.056,1.024,1.859,1.815,0.66,0.419,2.914,1.268,1.238,0.45,0.285,0.225,0.634,0.048,0.161,0.081,False,False
818,EGY,Egypt,2014,High,97,AS,False,False,False,97528655,1035721838706.0,4.233,31.8,Lower middle income,60,2.33,2.523,6.67,9863.477,37.544,0.002,0.641,0.022,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.193,1.083,1.817,1.678,0.635,0.429,2.887,1.239,1.144,0.433,0.293,0.236,0.676,0.048,0.161,0.081,False,False
818,EGY,Egypt,2015,High,97,AS,False,False,False,99597334,1079611566322.0,4.194,31.8,Lower middle income,62,2.276,2.6,6.84,9800.544,39.544,0.002,0.64,0.007,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.324,1.142,1.843,1.613,0.613,0.428,2.86,1.257,1.1,0.418,0.292,0.232,0.698,0.016,0.161,0.097,False,False
818,EGY,Egypt,2016,High,97,AS,False,False,False,101644583,1121578599865.0,4.362,31.65,Lower middle income,60,2.412,2.67,7.16,10135.914,39.768,0.003,0.693,0.022,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.258,1.107,1.808,1.634,0.609,0.43,2.981,1.236,1.116,0.416,0.294,0.238,0.706,0.048,0.194,0.113,False,False
818,EGY,Egypt,2017,High,97,AS,False,False,False,103696055,1158060486104.0,4.735,31.5,Lower middle income,57,2.443,2.511,7.14,10325.806,38.75,0.003,0.704,0.017,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.068,1.028,1.938,1.886,0.663,0.459,3.243,1.327,1.292,0.454,0.314,0.237,0.691,0.097,0.177,0.097,False,False
818,EGY,Egypt,2018,High,97,AS,False,False,False,105682092,1220661740193.0,4.419,31.7,Lower middle income,61,2.289,2.387,7.94,10137.438,40.955,0.003,0.659,0.023,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.098,1.043,1.931,1.851,0.557,0.436,3.018,1.318,1.264,0.38,0.298,0.226,0.783,0.032,0.177,0.145,False,False
818,EGY,Egypt,2019,High,97,AS,False,False,False,107553159,1289253465646.0,4.166,31.9,Lower middle income,62,2.176,2.291,8.22,9749.406,48.489,0.003,0.631,0.025,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.115,1.053,1.915,1.818,0.507,0.427,2.837,1.304,1.238,0.345,0.291,0.223,0.843,0.016,0.129,0.145,False,False
818,EGY,Egypt,2020,High,97,AS,False,False,False,109315118,1307778142529.0,4.151,30.2,Lower middle income,62,2.253,2.378,8.22,9028.072,58.677,0.003,0.701,0.028,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.125,1.055,1.842,1.746,0.505,0.46,2.897,1.286,1.218,0.352,0.321,0.25,0.91,0.016,0.177,0.145,False,False
818,EGY,Egypt,2021,High,97,AS,False,False,False,110957005,1400985648780.0,4.283,28.5,Lower middle income,62,2.405,2.626,8.22,9564.884,62.466,0.003,0.724,0.024,Africa,Northern Africa,Northern Hemisphere,27.0,30.0,0.221,1.092,1.781,1.631,0.521,0.448,3.062,1.273,1.166,0.373,0.32,0.251,0.859,0.016,0.194,0.145,False,False
724,ESP,Spain,2013,Very High,27,NOTAPPLICABLE,False,False,False,46860394,1413362053623.0,6.322,36.2,High income,27,5.38,6.64,15.85,33685.816,300.382,0.006,0.715,-0.315,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,1.26,1.234,1.175,0.952,0.399,0.188,4.033,0.75,0.607,0.254,0.12,0.16,0.471,0.581,0.468,0.387,False,False
724,ESP,Spain,2014,Very High,27,NOTAPPLICABLE,False,False,False,46720187,1433089409797.0,6.326,36.1,High income,27,5.429,5.963,15.96,33266.539,298.185,0.007,0.715,-0.336,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.534,1.098,1.165,1.061,0.396,0.19,4.042,0.745,0.678,0.253,0.122,0.163,0.48,0.581,0.387,0.403,False,False
724,ESP,Spain,2015,Very High,27,NOTAPPLICABLE,False,False,False,46683683,1488098863146.0,6.329,36.2,High income,27,5.789,6.027,15.75,33697.949,264.0,0.007,0.763,-0.462,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.238,1.041,1.093,1.05,0.402,0.188,4.038,0.698,0.67,0.256,0.12,0.172,0.467,0.581,0.371,0.403,False,False
724,ESP,Spain,2016,Very High,27,NOTAPPLICABLE,False,False,False,46732768,1533303930046.0,6.361,35.8,High income,27,5.554,5.899,15.42,33871.598,283.168,0.007,0.733,-0.423,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.345,1.062,1.145,1.078,0.413,0.188,4.084,0.735,0.692,0.265,0.121,0.164,0.455,0.581,0.371,0.387,False,False
724,ESP,Spain,2017,Very High,27,NOTAPPLICABLE,False,False,False,46868594,1578931492849.0,6.403,34.7,High income,25,5.835,6.279,14.11,34181.582,242.857,0.007,0.76,-0.525,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.444,1.076,1.097,1.02,0.454,0.187,4.181,0.717,0.666,0.296,0.122,0.171,0.413,0.613,0.387,0.371,False,False
724,ESP,Spain,2018,Very High,27,NOTAPPLICABLE,False,False,False,47092817,1615001473949.0,6.31,34.7,High income,26,5.702,6.352,13.99,34584.289,288.54,0.007,0.731,-0.439,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.65,1.114,1.107,0.993,0.451,0.182,4.12,0.723,0.649,0.294,0.119,0.165,0.405,0.597,0.403,0.355,False,False
724,ESP,Spain,2019,Very High,27,NOTAPPLICABLE,False,False,False,47435121,1647042667976.0,6.354,34.3,High income,23,5.285,5.989,13.48,33390.262,267.171,0.007,0.676,-0.484,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.704,1.133,1.202,1.061,0.471,0.19,4.175,0.79,0.697,0.31,0.125,0.158,0.404,0.645,0.355,0.339,False,False
724,ESP,Spain,2020,Very High,27,NOTAPPLICABLE,False,False,False,47679482,1460507935923.0,6.401,34.9,High income,21,4.441,5.282,13.48,29844.283,307.592,0.007,0.602,-0.441,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.841,1.189,1.441,1.212,0.475,0.214,4.167,0.938,0.789,0.309,0.14,0.149,0.452,0.677,0.355,0.339,False,False
724,ESP,Spain,2021,Very High,27,NOTAPPLICABLE,False,False,False,47735670,1541121952313.0,6.491,33.9,High income,20,4.793,5.766,13.48,32091.293,336.409,0.007,0.621,-0.006,Europe,Southern Europe,Northern Hemisphere,40.0,-4.0,0.973,1.203,1.354,1.126,0.482,0.202,4.291,0.895,0.744,0.318,0.134,0.149,0.42,0.694,0.355,0.339,False,False
233,EST,Estonia,2013,Very High,31,NOTAPPLICABLE,False,False,False,1317920,30600421813.0,5.426,35.1,High income,44,14.898,13.404,36.93,58776.996,3.637,0.001,0.056,-1.324,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,-1.494,0.9,0.364,0.405,0.147,0.092,3.521,0.236,0.263,0.095,0.06,0.253,0.628,0.298,0.871,0.855,False,False
233,EST,Estonia,2014,Very High,31,NOTAPPLICABLE,False,False,False,1314457,31521829560.0,5.428,34.6,High income,44,14.29,13.585,37.56,56419.855,4.161,0.001,0.053,-0.454,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,-0.705,0.951,0.38,0.4,0.145,0.096,3.55,0.248,0.261,0.095,0.063,0.253,0.666,0.306,0.855,0.871,False,False
233,EST,Estonia,2015,Very High,31,NOTAPPLICABLE,False,False,False,1314580,32106015454.0,5.429,32.7,High income,43,12.004,13.033,39.23,52204.055,4.558,0.001,0.045,-0.298,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,1.029,1.086,0.452,0.417,0.138,0.104,3.654,0.304,0.28,0.093,0.07,0.23,0.751,0.323,0.839,0.919,False,False
233,EST,Estonia,2016,Very High,31,NOTAPPLICABLE,False,False,False,1315850,33119083785.0,5.517,31.2,High income,44,13.248,13.002,44.31,53777.426,4.594,0.001,0.049,-1.24,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,-0.246,0.981,0.416,0.424,0.125,0.103,3.796,0.287,0.292,0.086,0.071,0.246,0.824,0.306,0.855,0.935,False,False
233,EST,Estonia,2017,Very High,31,NOTAPPLICABLE,False,False,False,1317430,35037377711.0,5.611,30.4,High income,43,14.131,13.014,44.54,59573.93,5.402,0.001,0.052,-1.045,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,-1.117,0.921,0.397,0.431,0.126,0.094,3.905,0.276,0.3,0.088,0.066,0.237,0.748,0.323,0.855,0.935,False,False
233,EST,Estonia,2018,Very High,31,NOTAPPLICABLE,False,False,False,1321972,36363239216.0,5.739,30.3,High income,42,13.465,14.016,36.99,58911.23,6.058,0.001,0.048,-0.832,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,0.551,1.041,0.426,0.409,0.155,0.097,4.0,0.297,0.285,0.108,0.068,0.229,0.628,0.339,0.855,0.903,False,False
233,EST,Estonia,2019,Very High,31,NOTAPPLICABLE,False,False,False,1326822,37723175050.0,5.893,30.8,High income,38,9.261,11.497,37.53,47301.492,6.49,0.001,0.033,-1.021,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,2.236,1.241,0.636,0.513,0.157,0.125,4.078,0.44,0.355,0.109,0.086,0.196,0.793,0.403,0.855,0.903,False,False
233,EST,Estonia,2020,Very High,31,NOTAPPLICABLE,False,False,False,1329675,37515273353.0,6.022,30.7,High income,34,6.918,9.726,37.53,44171.176,8.971,0.001,0.026,-0.741,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,2.808,1.406,0.87,0.619,0.16,0.136,4.173,0.603,0.429,0.111,0.094,0.157,0.85,0.468,0.839,0.903,False,False
233,EST,Estonia,2021,Very High,31,NOTAPPLICABLE,False,False,False,1331750,40521483538.0,6.189,31.8,High income,29,7.802,10.743,37.53,46137.703,8.743,0.001,0.028,-0.713,Europe,Northern Europe,Northern Hemisphere,59.0,26.0,2.941,1.377,0.793,0.576,0.165,0.134,4.221,0.541,0.393,0.112,0.091,0.169,0.813,0.548,0.855,0.903,False,False
246,FIN,Finland,2013,Very High,11,NOTAPPLICABLE,False,False,False,5439057,202349011206.0,7.389,27.2,High income,7,9.509,12.403,38.22,62841.867,74.721,0.003,0.147,3.772,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.894,1.304,0.777,0.596,0.193,0.118,5.379,0.566,0.434,0.141,0.086,0.151,0.608,0.903,0.839,0.871,False,False
246,FIN,Finland,2014,Very High,11,NOTAPPLICABLE,False,False,False,5461686,201610622550.0,7.398,26.8,High income,7,8.719,11.426,39.24,60388.477,78.717,0.003,0.134,3.944,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.707,1.31,0.848,0.647,0.189,0.123,5.415,0.621,0.474,0.138,0.09,0.144,0.65,0.903,0.823,0.887,False,False
246,FIN,Finland,2015,Very High,11,NOTAPPLICABLE,False,False,False,5479719,202706706722.0,7.406,27.1,High income,5,8.065,10.303,36.9,60020.109,89.101,0.003,0.125,4.176,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.238,1.277,0.918,0.719,0.201,0.123,5.399,0.669,0.524,0.146,0.09,0.134,0.615,0.935,0.758,0.887,False,False
246,FIN,Finland,2016,Very High,11,NOTAPPLICABLE,False,False,False,5495468,208405735062.0,7.413,27.1,High income,4,8.598,10.775,38.35,60792.52,85.3,0.003,0.134,4.319,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.177,1.253,0.862,0.688,0.193,0.122,5.404,0.629,0.502,0.141,0.089,0.141,0.631,0.952,0.806,0.919,False,False
246,FIN,Finland,2017,Very High,11,NOTAPPLICABLE,False,False,False,5508398,215058877437.0,7.469,27.4,High income,4,8.107,10.769,37.39,59403.098,90.141,0.003,0.124,4.79,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.662,1.328,0.921,0.694,0.2,0.126,5.422,0.669,0.503,0.145,0.091,0.136,0.629,0.952,0.806,0.871,False,False
246,FIN,Finland,2018,Very High,11,NOTAPPLICABLE,False,False,False,5515730,217509947213.0,7.632,27.3,High income,1,8.292,11.144,37.83,60525.258,92.022,0.003,0.125,5.076,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.852,1.344,0.92,0.685,0.202,0.126,5.548,0.669,0.498,0.147,0.092,0.137,0.625,1.0,0.823,0.935,False,False
246,FIN,Finland,2019,Very High,11,NOTAPPLICABLE,False,False,False,5521754,220173891564.0,7.769,27.7,High income,1,7.687,10.248,36.73,59218.777,92.01,0.003,0.114,5.115,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.561,1.333,1.011,0.758,0.212,0.131,5.617,0.731,0.548,0.153,0.095,0.13,0.62,1.0,0.806,0.887,False,False
246,FIN,Finland,2020,Very High,11,NOTAPPLICABLE,False,False,False,5529616,214988893865.0,7.809,27.1,High income,1,6.821,9.247,36.73,56776.078,100.422,0.003,0.107,5.12,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,2.426,1.356,1.145,0.844,0.213,0.138,5.693,0.835,0.616,0.155,0.1,0.12,0.647,1.0,0.758,0.887,False,False
246,FIN,Finland,2021,Very High,11,NOTAPPLICABLE,False,False,False,5541069,221538476826.0,7.842,27.7,High income,1,6.825,9.889,36.73,57854.73,110.278,0.003,0.103,5.503,Europe,Northern Europe,Northern Hemisphere,64.0,26.0,3.064,1.449,1.149,0.793,0.214,0.136,5.67,0.831,0.573,0.154,0.098,0.118,0.635,1.0,0.79,0.887,False,False
